id,identifier,name,generation_id,type_id,power,pp,accuracy,priority,move_target_id,damage_category_id,contest_type_id,contest_effect_id,super_contest_effect_id,name_jp,name_jp_romanized,name_fr,name_ger,name_it,name_es,name_kr,name_kr_romanized,name_cn,name_cn_romanized
361,healing-wish,Healing Wish,4,14,,10,,0,4,3,3,,8,いやしのねがい,Iyashi no Negai,Vœu Soin,Heilopfer,Curardore,Deseo Cura,치유소원,Chiyu Soweon,治癒之願 / 治愈之愿,Zhìyù-zhī Yuàn / Jihyuh-jī Yuhn
362,brine,Brine,4,11,65,10,100,0,1,2,4,,4,しおみず,Shiomizu,Saumure,Lake,Acquadisale,Salmuera,소금물,Sogeummul,鹽水 / 盐水,Yánshuǐ / Yìhmséui
363,natural-gift,Natural Gift,4,1,,15,100,0,1,1,1,,18,しぜんのめぐみ,Shizen no Megumi,Don Naturel,Beerenkräfte,Dononaturale,Don Natural,자연의은혜,Jayeon-yi Eunhae,自然之恩,Zìrán-zhī Ēn / Jihyìhn-jī Yān
364,feint,Feint,4,1,30,10,100,2,1,1,2,,16,フェイント,Feinto,Ruse,Offenlegung,Fintoattacco,Amago,페인트,Feint,佯攻,Yánggōng / Yèuhnggūng
365,pluck,Pluck,4,3,60,20,100,0,2,1,3,,12,ついばむ,Tsuibamu,Picore,Pflücker,Spennata,Picoteo,쪼아대기,Jjoadaegi,啄食,Zhuóshí / Deuksihk
366,tailwind,Tailwind,4,3,,15,,0,15,3,4,,1,おいかぜ,Oikaze,Vent Arrière,Rückenwind,Ventoincoda,Viento Afín,순풍,Sunpung,順風 / 顺风,Shùnfēng / Seuhnfūng
367,acupressure,Acupressure,4,1,,30,,0,6,3,1,,11,つぼをつく,Tsubo o Tsuku,Acupression,Akupressur,Acupressione,Acupresión,경혈찌르기,Gyeonghyeol Jjireugi,點穴 / 点穴,Diǎnxuè / Diǎnxué / Dímyuht
368,metal-burst,Metal Burst,4,9,,10,100,0,16,1,2,,15,メタルバースト,Metaru Bāsuto,Fulmifer,Metallstoß,Metalscoppio,Represión Metal,메탈버스트,Metal Burst,金屬爆炸 / 金属爆炸,Jīnshǔ Bàozhà / Gāmsuhk Baauja
369,u-turn,U-turn,4,7,70,20,100,0,1,1,3,,16,とんぼがえり,Tonbo Gaeri,Demi-Tour,Kehrtwende,Retromarcia,Ida y Vuelta,유턴,U-turn,急速折返,Jísù Zhéfǎn / Gāpchūk Jitfáan
370,close-combat,Close Combat,4,2,120,5,100,0,1,1,4,,22,インファイト,Infaito,Close Combat,Nahkampf,Zuffa,A Bocajarro,인파이트,In-Fight,近身戰 / 近身战,Jìnshēnzhàn / Káhnsānjin
371,payback,Payback,4,17,50,10,100,0,1,1,1,,6,しっぺがえし,Shippegaeshi,Représailles,Gegenstoß,Rivincita,Vendetta,보복,Bobok,以牙還牙 / 以牙还牙,Yǐyáhuányá / Yíhngàhwàahnngàh
372,assurance,Assurance,4,17,60,10,100,0,1,1,2,,15,ダメおし,Dame Oshi,Assurance,Gewissheit,Garanzia,Buena Baza,승부굳히기,Seungbu Gutigi,惡意追擊 / 恶意追击,Èyì Zhuījī / Okyi Jēuigīk
373,embargo,Embargo,4,17,,15,100,0,1,3,3,,13,さしおさえ,Sashiosae,Embargo,Itemsperre,Divieto,Embargo,금제,Geumje,查封,Cháfēng / Chàhfūng
374,fling,Fling,4,17,,10,100,0,1,1,5,,23,なげつける,Nagetsukeru,Dégommage,Schleuder,Lancio,Lanzamiento,내던지기,Naedeonjigi,投擲 / 投掷,Tóuzhí / Tàuhjaahk
375,psycho-shift,Psycho Shift,4,14,,10,100,0,1,3,1,,16,サイコシフト,Saiko Shifuto,Échange Psy,Psybann,Psicotrasfer,Psicocambio,사이코시프트,Psycho Shift,精神轉移 / 精神转移,Jīngshén Zhuǎnyí / Jīngsàhn Jyúnyìh
376,trump-card,Trump Card,4,1,,5,,0,1,2,1,,21,きりふだ,Kirifuda,Atout,Trumpfkarte,Asso,As Oculto,마지막수단,Majimak Sudan,王牌,Wángpái / Wòhngpáai
377,heal-block,Heal Block,4,14,,15,100,0,10,3,3,,13,かいふくふうじ,Kaifuku Fūji,Anti-Soin,Heilblockade,Anticura,Anticura,회복봉인,Hoebok Bong'in,回復封鎖 / 回复封锁,Huífù Fēngsuǒ / Wùihfuhk Fūngsó
378,wring-out,Wring Out,4,1,,5,100,0,1,2,4,,22,しぼりとる,Shiboritoru,Essorage,Auswringen,Strizzata,Estrujón,쥐어짜기,Jwieojjagi,絞緊 / 绞紧,Jiǎojǐn / Gáaugán
379,power-trick,Power Trick,4,14,,10,,0,4,3,1,,16,パワートリック,Pawā Torikku,Astuce Force,Krafttrick,Ingannoforza,Truco Fuerza,파워트릭,Power Trick,力量戲法 / 力量戏法,Lìliàng Xìfǎ / Lihkleuhng Heifaat
380,gastro-acid,Gastro Acid,4,4,,10,100,0,1,3,2,,13,いえき,Ieki,Suc Digestif,Magensäfte,Gastroacido,Bilis,위액,Wiaek,胃液,Wèiyè / Waihyihk
381,lucky-chant,Lucky Chant,4,1,,30,,0,15,3,3,,13,おまじない,Omajinai,Air Veinard,Beschwörung,Fortuncanto,Conjuro,주술,Jusul,幸運咒語 / 幸运咒语,Xìngyùn Zhòuyǔ / Hahngwahn Jauyúh
382,me-first,Me First,4,1,,20,,0,3,3,3,,1,さきどり,Sakidori,Moi d'Abord,Egotrip,Precedenza,Yo Primero,선취,Seonchwi,搶先一步 / 抢先一步,Qiǎngxiān Yībù / Chéungsīn Yātbouh
383,copycat,Copycat,4,1,,20,,0,4,3,1,,12,まねっこ,Manekko,Photocopie,Imitator,Copione,Copión,흉내쟁이,Hyungnaejaeng'i,仿效,Fǎngxiào / Fónghaauh
384,power-swap,Power Swap,4,14,,10,,0,1,3,2,,16,パワースワップ,Pawā Suwappu,Permuforce,Krafttausch,Barattoforza,Cambiafuerza,파워스웹,Power Swap,力量互換 / 力量互换,Lìliàng Hùhuàn / Lihkleuhng Wuhwuhn
385,guard-swap,Guard Swap,4,14,,10,,0,1,3,3,,16,ガードスワップ,Gādo Suwappu,Permugarde,Schutztausch,Barattoscudo,Cambiadefensa,가드스웹,Guard Swap,防守互換 / 防守互换,Fángshǒu Hùhuàn / Fòhngsáu Wuhwuhn
386,punishment,Punishment,4,17,,5,100,0,1,1,4,,23,おしおき,Oshioki,Punition,Strafattacke,Punizione,Castigo,혼내기,Honnaegi,懲罰 / 惩罚,Chéngfá / Chìhngfaht
387,last-resort,Last Resort,4,1,140,5,100,0,1,1,3,,21,とっておき,Totteoki,Dernier Recours,Zuflucht,Ultimascelta,Última Baza,뒀다쓰기,Dwottasseugi,珍藏,Zhēncáng / Jānchòhng
388,worry-seed,Worry Seed,4,12,,10,100,0,1,3,2,,19,なやみのタネ,Nayami no Tane,Soucigraine,Sorgensamen,Affannoseme,Abatidoras,고민씨,Gomin Ssi,煩惱種子 / 烦恼种子,Fánnǎo Zhǒngzǐ / Fàahnnóuh Júngjí
389,sucker-punch,Sucker Punch,4,17,70,5,100,1,1,1,4,,1,ふいうち,Fuiuchi,Coup Bas,Tiefschlag,Sbigoattacco,Golpe Bajo,기습,Giseup,突襲 / 突袭,Túxí / Dahtjaahp
390,toxic-spikes,Toxic Spikes,4,4,,20,,0,14,3,4,,13,どくびし,Dokubishi,Pics Toxik,Giftspitzen,Fielepunte,Púas Tóxicas,독압정,Dok Apjeong,毒菱,Dúlíng / Duhklìhng
391,heart-swap,Heart Swap,4,14,,10,,0,1,3,1,,16,ハートスワップ,Hāto Suwappu,Permucœur,Statustausch,Cuorbaratto,Cambiaalmas,하트스웹,Heart Swap,心靈互換 / 心灵互换,Xīnlíng Hùhuàn / Sāmlìhng Wuhwuhn
392,aqua-ring,Aqua Ring,4,11,,20,,0,4,3,2,,8,アクアリング,Akua Ringu,Anneau Hydro,Wasserring,Acquanello,Acua Aro,아쿠아링,Aqua Ring,水流環 / 水流环,Shuǐliú Huán / Séuilàuh Wàahn
393,magnet-rise,Magnet Rise,4,13,,10,,0,4,3,3,,13,でんじふゆう,Denji Fuyū,Vol Magnétik,Magnetflug,Magnetascesa,Levitón,전자부유,Jeonja Buyu,電磁飄浮 / 电磁飘浮,Diàncí Piāofú / Dihnchìh Pīufàuh
394,flare-blitz,Flare Blitz,4,10,120,15,100,0,1,1,4,,22,フレアドライブ,Furea Doraibu,Boutefeu,Flammenblitz,Fuococarica,Envite Ígneo,플레어드라이브,Flare Drive,閃焰衝鋒 / 闪焰冲锋,Shǎnyàn Chōngfēng / Símyihm Chūngfùhng
395,force-palm,Force Palm,4,2,60,10,100,0,1,1,1,,18,はっけい,Hakkei,Forte-Paume,Kraftwelle,Palmoforza,Palmeo,발경,Balgyeong,發勁 / 发劲,Fājìn / Faatgihng
396,aura-sphere,Aura Sphere,4,2,80,20,,0,2,2,2,,17,はどうだん,Hadōdan,Aurasphère,Aurasphäre,Sferapulsar,Esfera Aural,파동탄,Padongtan,波導彈 / 波导弹,Bōdǎo Dàn / Bōdouh Daahn
397,rock-polish,Rock Polish,4,6,,20,,0,4,3,5,,1,ロックカット,Rokku Katto,Poliroche,Steinpolitur,Lucidatura,Pulimento,록커트,Rock Cut,岩石打磨,Yánshí Dǎmó / Ngàahmsehk Dámòh
398,poison-jab,Poison Jab,4,4,80,20,100,0,1,1,4,,4,どくづき,Dokudzuki,Direct Toxik,Gifthieb,Velenpuntura,Puya Nociva,독찌르기,Dok Jjareugi,毒擊 / 毒击,Dújī / Duhkgīk
399,dark-pulse,Dark Pulse,4,17,80,15,100,0,2,2,1,,17,あくのはどう,Aku no Hadō,Vibrobscur,Finsteraura,Neropulsar,Pulso Umbrío,악의파동,Ak-yi Padong,惡之波動 / 恶之波动,È-zhī Bōdòng / Ok-jī Bōduhng
400,night-slash,Night Slash,4,17,70,15,100,0,1,1,2,,5,つじぎり,Tsujigiri,Tranche-Nuit,Nachthieb,Nottesferza,Tajo Umbrío,깜짝베기,Kkamjjakbegi,暗襲要害 / 暗袭要害,Ànxí Yàohài / Amjaahp Yiuhoih
401,aqua-tail,Aqua Tail,4,11,90,10,90,0,1,1,3,,5,アクアテール,Akua Tēru,Hydro-Queue,Nassschweif,Idrondata,Acua Cola,아쿠아테일,Aqua Tail,水流尾,Shuǐliú Yǐ/Shuǐliú Wěi / Séuilàuh Méih
402,seed-bomb,Seed Bomb,4,12,80,15,100,0,1,1,4,,5,タネばくだん,Tane Bakudan,Canon Graine,Samenbomben,Semebomba,Bomba Germen,씨폭탄,Ssi Poktan,種子炸彈 / 种子炸弹,Zhǒngzǐ Zhàdàn / Júngjí Jadáan
403,air-slash,Air Slash,4,3,75,15,95,0,2,2,1,,17,エアスラッシュ,Ea Surasshu,Lame d'Air,Luftschnitt,Eterelama,Tajo Aéreo,에어슬래시,Air Slash,空氣斬 / 空气斩,Kōngqì Zhǎn / Hūnghei Jáam
404,x-scissor,X-Scissor,4,7,80,15,100,0,1,1,2,,17,シザークロス,Shizā Kurosu,Plaie Croix,Kreuzschere,Forbice X,Tijera X,시저크로스,Scissor Cross,十字剪,Shízì Jiǎn / Sahpjih Jín
405,bug-buzz,Bug Buzz,4,7,90,10,100,0,1,2,3,,4,むしのさざめき,Mushi no Sazameki,Bourdon,Käfergebrumm,Ronzio,Zumbido,벌레의야단법석,Beolle-yi Yadanbeopseok,蟲鳴 / 虫鸣,Chóngmíng / Chùhngmìhng
406,dragon-pulse,Dragon Pulse,4,16,85,10,100,0,2,2,4,,4,りゅうのはどう,Ryū no Hadō,Draco-Choc,Drachenpuls,Dragopulsar,Pulso Dragón,용의파동,Yong-yi Padong,龍之波動 / 龙之波动,Lóng-zhī Bōdòng / Lùhng-jī Bōduhng
407,dragon-rush,Dragon Rush,4,16,100,10,75,0,1,1,1,,18,ドラゴンダイブ,Doragon Daibu,Draco-Charge,Drachenstoß,Dragofuria,Carga Dragón,드래곤다이브,Dragon Dive,龍之俯衝 / 龙之俯冲,Lóng-zhī Fǔchōng / Lùhng-jī Fúchung
408,power-gem,Power Gem,4,6,80,20,100,0,1,2,2,,5,パワージェム,Pawā Jemu,Rayon Gemme,Juwelenkraft,Gemmoforza,Joya de Luz,파워젬,Power Gem,力量寶石,Lìliàng Bǎoshí / Lihkleuhng Bóusehk
409,drain-punch,Drain Punch,4,2,75,10,100,0,1,1,2,,20,ドレインパンチ,Dorein Panchi,Vampi-Poing,Ableithieb,Assorbipugno,Puño Drenaje,드레인펀치,Drain Punch,吸取拳,Xīqǔ Quán / Kāpchéui Kyùhn
410,vacuum-wave,Vacuum Wave,4,2,40,30,100,1,1,2,4,,1,しんくうは,Shinkū Ha,Onde Vide,Vakuumwelle,Vuotonda,Onda Vacío,진공파,Jin-gong Pa,真空波,Zhēnkōng Bō / Jānhūng Bō
411,focus-blast,Focus Blast,4,2,120,5,70,0,1,2,1,,17,きあいだま,Kiai Dama,Exploforce,Fokusstoß,Focalcolpo,Onda Certera,기합구슬,Gihap Guseul,真氣彈 / 真气弹,Zhēnqì Dàn / Jānhei Daahn
412,energy-ball,Energy Ball,4,12,90,10,100,0,1,2,2,,17,エナジーボール,Enajī Bōru,Éco-Sphère,Energieball,Energipalla,Energibola,에너지볼,Energy Ball,能量球,Néngliàng Qiú / Nàhngleuhng Kàuh
413,brave-bird,Brave Bird,4,3,120,15,100,0,2,1,3,,18,ブレイブバード,Bureibu Bādo,Rapace,Sturzflug,Baldeali,Pájaro Osado,브레이브버드,Brave Bird,勇鳥猛攻 / 勇鸟猛攻,Yǒngniǎo Měnggōng / Yúhngníuh Máahnggūng
414,earth-power,Earth Power,4,5,90,10,100,0,1,2,4,,18,だいちのちから,Daichi no Chikara,Telluriforce,Erdkräfte,Geoforza,Tierra Viva,대지의힘,Daeji-yi Him,大地之力,Dàdì-zhī Lì / Daaihdeih-jī Lihk
415,switcheroo,Switcheroo,4,17,,10,100,0,1,3,1,,12,すりかえ,Surikae,Passe-Passe,Wechseldich,Rapidscambio,Trapicheo,바꿔치기,Bakkweochigi,掉包,Diàobāo / Diuhbāau
416,giga-impact,Giga Impact,4,1,150,5,90,0,1,1,2,,22,ギガインパクト,Giga Inpakuto,Giga Impact,Gigastoß,Gigaimpatto,Gigaimpacto,기가임팩트,Giga Impact,終極衝擊 / 终极冲击,Zhōngjí Chōngjí / Jūnggihk Chūnggīk
417,nasty-plot,Nasty Plot,4,17,,20,,0,4,3,3,,11,わるだくみ,Waru Dakumi,Machination,Ränkeschmied,Congiura,Maquinación,나쁜음모,Nappeun Eummo,詭計 / 诡计,Guǐjì / Gwáigai
418,bullet-punch,Bullet Punch,4,9,40,30,100,1,1,1,4,,1,バレットパンチ,Baretto Panchi,Pisto-Poing,Patronenhieb,Pugnoscarica,Puño Bala,불릿펀치,Bullet Punch,子彈拳 / 子弹拳,Zǐdàn Quán / Jídáan Kyùhn
419,avalanche,Avalanche,4,15,60,10,100,-4,1,1,1,,15,ゆきなだれ,Yuki Nadare,Avalanche,Lawine,Slavina,Alud,눈사태,Nun Satae,雪崩,Xuěbēng / Syutbāng
420,ice-shard,Ice Shard,4,15,40,30,100,1,1,1,2,,1,こおりのつぶて,Koori no Tsubute,Éclats Glace,Eissplitter,Geloscheggia,Esquirla Helada,얼음뭉치,Eol'eum Mungchi,冰礫 / 冰砾,Bīnglì / Bīnglīk
421,shadow-claw,Shadow Claw,4,8,70,15,100,0,1,1,3,,17,シャドークロー,Shadō Kurō,Griffe Ombre,Dunkelklaue,Ombrartigli,Garra Umbría,섀도크루,Shadow Claw,暗影爪,Ànyǐng Zhuǎ / Amyíng Jáau
422,thunder-fang,Thunder Fang,4,13,65,15,95,0,1,1,4,,5,かみなりのキバ,Kaminari no Kiba,Crocs Éclair,Donnerzahn,Fulmindenti,Colmillo Rayo,번개엄니,Beongae Eomni,雷電牙,Léidiàn Yá / Lèuihdihn Ngàh
423,ice-fang,Ice Fang,4,15,65,15,95,0,1,1,1,,5,こおりのキバ,Koori no Kiba,Crocs Givre,Eiszahn,Gelodenti,Colmillo Hielo,얼음엄니,Eol'eum Eomni,冰凍牙 / 冰冻牙,Bīngdòng Yá / Bīngdung Ngàh
424,fire-fang,Fire Fang,4,10,65,15,95,0,1,1,2,,5,ほのおのキバ,Honō no Kiba,Crocs Feu,Feuerzahn,Rogodenti,Colmillo Ígneo,불꽃엄니,Bulkkot Eomni,火焰牙,Huǒyàn Yá / Fóyihm Ngàh
425,shadow-sneak,Shadow Sneak,4,8,40,30,100,1,1,1,4,,1,かげうち,Kageuchi,Ombre Portée,Schattenstoß,Furtivombra,Sombra Vil,야습,Yaseup,影子偷襲 / 影子偷袭,Yǐngzi Tōuxí / Yíngjí Tāujaahp
426,mud-bomb,Mud Bomb,4,5,65,10,85,0,1,2,4,,18,どろばくだん,Doro Bakudan,Boue-Bombe,Schlammbombe,Pantanobomba,Bomba Fango,진흙폭탄,Jinheulk Poktan,泥巴炸彈 / 泥巴炸弹,Níbā Zhàdàn / Nàihbā Jadáan
427,psycho-cut,Psycho Cut,4,14,70,20,100,0,1,1,1,,17,サイコカッター,Saiko Kattā,Coupe Psycho,Psychoklinge,Psicotaglio,Psicocorte,사이코커터,Psycho Cutter,精神利刃,Jīngshén Lìrèn / Jīngsàhn Leihyahn
428,zen-headbutt,Zen Headbutt,4,14,80,15,90,0,1,1,2,,18,しねんのずつき,Shinen no Zutsuki,Psykoud'Boul,Zen-Kopfstoß,Cozzata Zen,Cabezazo Zen,사념의박치기,Sanyeom-ui Bakchigi,意念頭錘 / 意念头锤,Yìniàn Tóuchuí / Yinihm Tàuhchèuih
429,mirror-shot,Mirror Shot,4,9,65,10,85,0,1,2,3,,17,ミラーショット,Mirā Shotto,Miroi-Tir,Spiegelsalve,Cristalcolpo,Disparo Espejo,미러숏,Mirror Shot,鏡光射擊 / 镜光射击,Jìngguāng Shèjí / Genggwōng Sehgīk
430,flash-cannon,Flash Cannon,4,9,80,10,100,0,1,2,4,,17,ラスターカノン,Rasutā Kanon,Luminocanon,Lichtkanone,Cannonflash,Foco Resplandor,러스터캐논,Luster Cannon,加農光炮 / 加农光炮,Jiānóng Guāngpào / Gānùhng Gwōngpaau
431,rock-climb,Rock Climb,4,1,90,20,85,0,1,1,1,,18,ロッククライム,Rokku Kuraimu,Escalade,Kraxler,Scalaroccia,Treparrocas,락클라임,Rock Climb,攀岩,Pānyán / Pāanngàahm
432,defog,Defog,4,3,,15,,0,1,3,2,,13,きりばらい,Kiribarai,Anti-Brume,Auflockern,Scacciabruma,Despejar,안개제거,Angaejegeo,清除濃霧 / 清除浓雾,Qīngchú Nóngwù / Chīngchèuih Nùhngmouh
433,trick-room,Trick Room,4,14,,5,,-7,13,3,3,,14,トリックルーム,Torikku Rūmu,Distorsion,Bizarroraum,Distortozona,Espacio Raro,트릭룸,Trick Room,戲法空間 / 戏法空间,Xìfǎ Kōngjiān / Heifaat Hūnggāan
434,draco-meteor,Draco Meteor,4,16,130,5,90,0,1,2,4,,22,りゅうせいぐん,Ryūseigun,Draco-Météore,Draco Meteor,Dragobolide,Cometa Draco,용성군,Yong Seonggun,流星群,Liúxīngqún / Làuhsīngkwàhn
435,discharge,Discharge,4,13,80,15,100,0,11,2,1,,17,ほうでん,Hōden,Coup d'Jus,Ladungsstoß,Scarica,Chispazo,방전,Bangjeon,放電 / 放电,Fàngdiàn / Fongdihn
436,lava-plume,Lava Plume,4,10,80,15,100,0,11,2,5,,17,ふんえん,Fun'en,Ébullilave,Flammensturm,Lavasbuffo,Humareda,분연,Bun'yeon,噴煙 / 喷烟,Pēnyān / Panyīn
437,leaf-storm,Leaf Storm,4,12,130,5,90,0,1,2,3,,22,リーフストーム,Rīfu Sutōmu,Tempête Verte,Blättersturm,Verdebufera,Lluevahojas,리프스톰,Leaf Storm,飛葉風暴 / 飞叶风暴,Fēiyè Fēngbào / Fēiyihp Fūngbouh
438,power-whip,Power Whip,4,12,120,10,85,0,1,1,2,,5,パワーウィップ,Pawā Uippu,Mégafouet,Blattgeißel,Vigorcolpo,Latigazo,파워휩,Power Whip,強力鞭打 / 强力鞭打,Qiánglì Biāndǎ / Kèuhnglihk Bīndá
439,rock-wrecker,Rock Wrecker,4,6,150,5,90,0,1,1,5,,22,がんせきほう,Ganseki Hō,Roc-Boulet,Felswerfer,Devastomasso,Romperrocas,암석포,Amseok Po,岩石炮,Yánshí Pào / Ngàahmsehk Paau
440,cross-poison,Cross Poison,4,4,70,20,100,0,1,1,1,,5,クロスポイズン,Kurosu Poizun,Poison Croix,Giftstreich,Velenocroce,Veneno X,크로스포이즌,Cross Poison,十字毒刃,Shízì Dúrèn / Sahpjih Duhkyahn
441,gunk-shot,Gunk Shot,4,4,120,5,80,0,1,1,1,,5,ダストシュート,Dasuto Shūto,Détricanon,Mülltreffer,Sporcolancio,Lanzamugre,더스트슈트,Dust Shoot,垃圾射擊 / 垃圾射击,Lèsè Shèjí/Lājī Shèjí / Laahpsaap Sehgīk
442,iron-head,Iron Head,4,9,80,15,100,0,1,1,5,,18,アイアンヘッド,Aian Heddo,Tête de Fer,Eisenschädel,Metaltestata,Cabeza de Hierro,아이언헤드,Iron Head,鐵頭 / 铁头,Tiětóu / Tittàuh
443,magnet-bomb,Magnet Bomb,4,9,60,20,,0,1,1,1,,5,マグネットボム,Maguneto Bomu,Bombe Aimant,Magnetbombe,Bombagnete,Bomba Imán,마그넷봄,Magnet Bomb,磁鐵炸彈 / 磁铁炸弹,Cítiě Zhàdàn / Chìhtit Jadáan
444,stone-edge,Stone Edge,4,6,100,5,80,0,1,1,5,,4,ストーンエッジ,Sutōn Ejji,Lame de Roc,Steinkante,Pietrataglio,Roca Afilada,스톤에지,Stone Edge,尖石攻擊 / 尖石攻击,Jiānshí Gōngjí / Jīmsehk Gūnggīk
445,captivate,Captivate,4,1,,20,100,0,10,3,2,,19,ゆうわく,Yūwaku,Séduction,Liebreiz,Incanto,Seducción,유혹,Yuhok,誘惑 / 诱惑,Yòuhuò / Yáuhwaahk
446,stealth-rock,Stealth Rock,4,6,,20,,0,14,3,1,,13,ステルスロック,Suterusu Rokku,Piège de Roc,Tarnsteine,Levitoroccia,Trampa Rocas,스텔스록,Stealth Rock,隱形岩 / 隐形岩,Yǐnxíng Yán / Yányìhng Ngàahm
447,grass-knot,Grass Knot,4,12,,20,100,0,1,2,4,,4,くさむすび,Kusa Musubi,Nœud Herbe,Strauchler,Laccioerboso,Hierba Lazo,풀묶기,Pul Mokki,打草結 / 打草结,Dǎcǎojié / Dáchóugit
448,chatter,Chatter,4,3,65,20,100,0,2,2,4,,23,おしゃべり,Oshaberi,Babil,Geschwätz,Schiamazzo,Cháchara,수다,Suda,喋喋不休,Diédiébùxiū / Dihpdihpbātyāu
449,judgment,Judgment,4,1,100,10,100,0,1,2,4,,14,さばきのつぶて,Sabaki no Tsubute,Jugement,Urteilskraft,Giudizio,Sentencia,심판의뭉치,Simpan-yi Mungchi,制裁光礫 / 制裁光砾,Zhìcái Guānglì / Jaichòih Gwōnglīk
450,bug-bite,Bug Bite,4,7,60,20,100,0,1,1,5,,12,むしくい,Mushi Kui,Piqûre,Käferbiss,Coleomorso,Picadura,벌레먹음,Beolle Meok'eum,蟲咬 / 虫咬,Chóngyǎo / Chùhngngáauh
451,charge-beam,Charge Beam,4,13,50,10,90,0,1,2,2,,17,チャージビーム,Chāji Bīmu,Rayon Chargé,Ladestrahl,Raggioscossa,Rayo Carga,차지빔,Charge Beam,充電光束 / 充电光束,Chōngdiàn Guāngshù / Chūngdihn Gwōngchūk
452,wood-hammer,Wood Hammer,4,12,120,15,100,0,1,1,5,,18,ウッドハンマー,Uddo Hanmā,Martobois,Holzhammer,Mazzuolegno,Mazazo,우드해머,Wood Hammer,木槌,Mùchuí / Muhkchèuih
453,aqua-jet,Aqua Jet,4,11,40,20,100,1,1,1,2,,1,アクアジェット,Akua Jetto,Aqua-Jet,Wasserdüse,Acquagetto,Acua Jet,아쿠아제트,Aqua Jet,水流噴射 / 水流喷射,Shuǐliú Pēnshè / Séuilàuh Panseh
454,attack-order,Attack Order,4,7,90,15,100,0,1,1,4,,4,こうげきしれい,Kōgeki Shirei,Appel Attak,Schlagbefehl,Comandourto,Al Ataque,공격지령,Gonggyeok Jiryeong,攻擊指令 / 攻击指令,Gōngjí Zhǐlìng / Gūnggīk Jílihng
455,defend-order,Defend Order,4,7,,10,,0,4,3,4,,11,ぼうぎょしれい,Bōgyo Shirei,Appel Défense,Blockbefehl,Comandoscudo,A Defender,방어지령,Bang'eo Jiryeong,防禦指令 / 防御指令,Fángyù Zhǐlìng / Fòhngyuh Jílihng
456,heal-order,Heal Order,4,7,,10,,0,4,3,4,,8,かいふくしれい,Kaifuku Shirei,Appel Soins,Heilbefehl,Comandocura,Auxilio,회복지령,Hoebok Jiryeong,回復指令 / 回复指令,Huífù Zhǐlìng / Wùihfuhk Jílihng
457,head-smash,Head Smash,4,6,150,5,80,0,1,1,5,,22,もろはのずつき,Moroha no Zutsuki,Fracass'Tête,Kopfstoß,Zuccata,Testarazo,양날박치기,Yangnal Bakchigi,雙刃頭錘 / 双刃头锤,Shuāngrèn Tóuchuí / Sēungyahn Tàuhchèuih
458,double-hit,Double Hit,4,1,35,10,90,0,1,1,4,,7,ダブルアタック,Daburu Atakku,Coup Double,Doppelschlag,Doppiosmash,Doble Golpe,더블어택,Double Attack,二連擊 / 二连击,Èrliánjí / Yihlìhngīk
459,roar-of-time,Roar of Time,4,16,150,5,90,0,1,2,1,,22,ときのほうこう,Toki no Hōkō,Hurle-Temps,Zeitenlärm,Fragortempo,Distorsión,시간의포효,Sigan-yi Pohyo,時光咆哮 / 时光咆哮,Shíguāng Páoxiào / Sìhgwōng Pàauhhāau
460,spacial-rend,Spacial Rend,4,16,100,5,95,0,1,2,5,,4,あくうせつだん,Akū Setsudan,Spatio-Rift,Raumschlag,Fendispazio,Corte Vacío,공간절단,Gonggan Jeoldan,亞空裂斬 / 亚空裂斩,Yàkōng Lièzhǎn / Ahūng Lihtjáam
461,lunar-dance,Lunar Dance,4,14,,10,,0,4,3,2,,8,みかづきのまい,Mikazuki no Mai,Danse Lune,Lunartanz,Lunardanza,Danza Lunar,초승달춤,Choseungdal Chum,新月舞,Xīnyuè Wǔ / Sānyuht Móuh
462,crush-grip,Crush Grip,4,1,,5,100,0,1,1,5,,15,にぎりつぶす,Nigiri Tsubusu,Presse,Quetschgriff,Sbriciolmano,Agarrón,묵사발,Moksabal,捏碎,Niēsuì / Nihpseui
463,magma-storm,Magma Storm,4,10,100,5,75,0,1,2,5,,7,マグマストーム,Maguma Sutōmu,Vortex Magma,Lavasturm,Magmaclisma,Lluvia Ígnea,마그마스톰,Magma Storm,熔岩風暴 / 熔岩风暴,Róngyán Fēngbào / Yùhngngàahm Fūngbouh
464,dark-void,Dark Void,4,17,,10,50,0,10,3,4,,19,ダークホール,Dāku Hōru,Trou Noir,Schlummerort,Vuototetro,Brecha Negra,다크홀,Dark Hole,暗黑洞,Ànhēi Dòng / Amhāk Duhng
465,seed-flare,Seed Flare,4,12,120,5,85,0,1,2,1,,22,シードフレア,Shīdo Furea,Fulmigraine,Schocksamen,Infuriaseme,Fulgor Semilla,시드플레어,Seed Flare,種子閃光 / 种子闪光,Zhǒngzǐ Shǎnguāng / Júngjí Símgwōng
466,ominous-wind,Ominous Wind,4,8,60,5,100,0,1,2,4,,11,あやしいかぜ,Ayashii Kaze,Vent Mauvais,Unheilböen,Funestovento,Viento Aciago,괴상한바람,Goesanghan Baram,奇異之風 / 奇异之风,Qíyì-zhī Fēng / Kèihyih-jī Fūng
