identifier,name,default_item_sprite,default_item_sprite_small,item_category_identifier,introduced_in_generation_id,is_consumable,is_holdable,is_field_usable,description,notes,is_battle_usable
glimmering-charm,Glimmering Charm,https://cdn.pokedb.org/7c42e73bb0d78854f1af470bcd6a35d2abea47cfe2f6bc6f58496622296a3f9b,https://cdn.pokedb.org/7c42e73bb0d78854f1af470bcd6a35d2abea47cfe2f6bc6f58496622296a3f9bw20h20,key-items,9,false,false,false,A mysterious charm that increases the number of Tera Shards received from Tera Raid Battles.,"Has no effect on 1★, 2★, or 7★ Tera Raids.",false
glimmet-crystal,Glimmet Crystal,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,tm-materials,9,true,false,false,A material dropped by Glimmet or Glimmora that can be used to craft TMs at the TM Machine.,,false
glimmoranite,Glimmoranite,,,mega-stones,9,false,true,false,A mysterious Mega Stone that allows Glimmora to Mega Evolve during battle when held.,,true
glitter-mail,Glitter Mail,https://cdn.pokedb.org/1b2890b9c34be5350c171d3980eb78e8fa0090634cc48f69f62a29b2fac6de52,https://cdn.pokedb.org/1b2890b9c34be5350c171d3980eb78e8fa0090634cc48f69f62a29b2fac6de52w20h20,mail,3,false,true,false,A decorative piece of Mail that can be held by a Pokémon to store a written message.,Exclusive to Generation III games.,false
go-goggles,Go-Goggles,https://cdn.pokedb.org/406efce4bca12e4888b238e182a8cddab3c35d63c0f237c052d22c38c7ba2070,https://cdn.pokedb.org/406efce4bca12e4888b238e182a8cddab3c35d63c0f237c052d22c38c7ba2070w20h20,key-items,3,false,false,true,Protective goggles that allow the wearer to pass through harsh desert sandstorms.,Used primarily in Hoenn to access desert areas such as Route 111 and Mirage Tower.,false
god-stone,God Stone,https://cdn.pokedb.org/0f11340281cf6403f17d111b454e4e0bbbacd7c383712b843e0e03180c67cd5b,https://cdn.pokedb.org/0f11340281cf6403f17d111b454e4e0bbbacd7c383712b843e0e03180c67cd5bw20h20,key-items,5,false,false,false,A rare stone.,Never translated in English.,false
gold-berry,Gold Berry,,,berries,2,true,true,true,A Berry that restores 30 HP to a Pokémon when used or when HP falls below half while held.,Exclusive to Generation II; succeeded by the Sitrus Berry from Generation III onward.,true
gold-bottle,Gold Bottle,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,picnic-items,9,false,false,false,"A decorative picnic item made of titanium that does not rust, even when holding high-sodium drinks.",,false
gold-bottle-cap,Gold Bottle Cap,https://cdn.pokedb.org/acaf393826274951145e0817b4cd8cdd122420c0295217c82d639ec65117d278,https://cdn.pokedb.org/acaf393826274951145e0817b4cd8cdd122420c0295217c82d639ec65117d278w20h20,valueable-items,7,true,true,false,A rare golden bottle cap that can be exchanged to maximize all of a Pokémon's IVs through Hyper Training.,More valuable version of the Bottle Cap,false
gold-canari-plush-lv-1,Gold Canari Plush Lv. 1,,,key-items,9,false,false,false,A plush doll of Canari that slightly increases the prize money obtained from battles.,,false
gold-canari-plush-lv-2,Gold Canari Plush Lv. 2,,,key-items,9,false,false,false,A plush doll of Canari that increases the prize money obtained from battles.,,false
gold-canari-plush-lv-3,Gold Canari Plush Lv. 3,,,key-items,9,false,false,false,A plush doll of Canari that greatly increases the prize money obtained from battles.,,false
gold-cup,Gold Cup,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,picnic-items,9,false,false,false,"A decorative picnic item made of titanium that does not rust, even when used to hold drinks with high sodium content.",,false
gold-leaf,Gold Leaf,https://cdn.pokedb.org/158fd8ac641139a2e38d6bcbf07669d88fb0cbd7bf1ec6fdd3533f158c57e2ac,https://cdn.pokedb.org/158fd8ac641139a2e38d6bcbf07669d88fb0cbd7bf1ec6fdd3533f158c57e2acw20h20,valueable-items,2,false,false,false,A mysterious gold-colored leaf that serves no purpose other than being sold.,,false
gold-pick,Gold Pick,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,picnic-items,9,true,false,true,"A golden pick used to complete a sandwich during a picnic, adding an extravagant touch.",,false
gold-teeth,Gold Teeth,https://cdn.pokedb.org/9772e2c3ed8b8a53d6f56914dc8a5b3f9c34ea476c4c665edf7d78ce170ee9de,https://cdn.pokedb.org/9772e2c3ed8b8a53d6f56914dc8a5b3f9c34ea476c4c665edf7d78ce170ee9dew20h20,key-items,1,false,false,false,A set of golden false teeth lost by the Safari Zone Warden.,,false
goldeen-candy,Goldeen Candy,https://cdn.pokedb.org/3a40cb72acaa93a16a38d78807bb470d20e17cba3851863f68862667377303b7,https://cdn.pokedb.org/3a40cb72acaa93a16a38d78807bb470d20e17cba3851863f68862667377303b7w20h20,candy,7,true,false,true,A species-specific candy that increases all AVs by 1 point for Goldeen or Seaking.,,false
golden-nanab-berry,Golden Nanab Berry,https://cdn.pokedb.org/b2b97fa2133a96979e24d207e05f2b06d3b4541a93ebbc4cc78b671a8d19c179,https://cdn.pokedb.org/b2b97fa2133a96979e24d207e05f2b06d3b4541a93ebbc4cc78b671a8d19c179w20h20,berries,7,true,false,true,A Berry that drastically calms wild Pokémon when used while attempting to catch them.,More effective than the Silver Nanab Berry.,false
golden-pinap-berry,Golden Pinap Berry,https://cdn.pokedb.org/4e94c161bb6eaaa1bab5da1022bc3bfddd5fb7f723b1a86b7f0cf1c576d813e9,https://cdn.pokedb.org/4e94c161bb6eaaa1bab5da1022bc3bfddd5fb7f723b1a86b7f0cf1c576d813e9w20h20,berries,7,true,false,true,A Berry that greatly increases the chance of receiving items when catching a wild Pokémon.,Variant of the Pinap Berry that is more effective than the Silver Pinap Berry.,false
golden-razz-berry,Golden Razz Berry,https://cdn.pokedb.org/9a4671048c5d1ed18e892d3277e59249bd367899f68b054958910ed70e37696f,https://cdn.pokedb.org/9a4671048c5d1ed18e892d3277e59249bd367899f68b054958910ed70e37696fw20h20,berries,7,true,true,true,A Berry that drastically increases the catch rate of a wild Pokémon when used.,More effective counterpart to the Silver Razz Berry.,true
golett-shard,Golett Shard,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,tm-materials,9,true,false,false,A material dropped by Golett or Golurk that can be used to craft TMs at the TM Machine.,,false
golisopite,Golisopite,,,mega-stones,9,false,true,false,A Mega Stone that allows Golisopod to Mega Evolve into Mega Golisopod during battle when held.,,true
golurkite,Golurkite,,,mega-stones,9,false,true,false,A Mega Stone that allows Golurk to Mega Evolve during battle.,,true
good-rod,Good Rod,https://cdn.pokedb.org/5814d754d53dede49b0e584b59a094ac3bfa295482137bf6dd83017295aba445,https://cdn.pokedb.org/5814d754d53dede49b0e584b59a094ac3bfa295482137bf6dd83017295aba445w20h20,key-items,1,false,false,true,A fishing rod that allows the player to fish for Pokémon in bodies of water.,More powerful than the Old Rod but weaker than the Super Rod.,false
gooey-mulch,Gooey Mulch,https://cdn.pokedb.org/af6ee00f1f91234141686a70f922dbb6017bed161b17fbc9deddf6a8b2173c76,https://cdn.pokedb.org/af6ee00f1f91234141686a70f922dbb6017bed161b17fbc9deddf6a8b2173c76w20h20,mulch,4,true,false,true,A type of mulch that increases the number of times dead Berry plants regrow.,,false
goomy-goo,Goomy Goo,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,tm-materials,9,true,false,false,A material dropped by the Goomy evolutionary line that can be used to craft TMs at the TM Machine.,,false
gorgeous-box,Gorgeous Box,,,misc-items,2,true,false,true,A decorative box that can be opened to obtain a Gold Trophy decoration.,Exclusive to Generation II games.,false
gothita-eyelash,Gothita Eyelash,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,tm-materials,9,true,false,false,A material dropped by the Gothita evolutionary line that can be used to craft TMs at the TM Machine.,,false
gracidea,Gracidea,https://cdn.pokedb.org/f29ac71519ed16b4ce1eac4652ff16b4c3ade5bbac0b96879059995f208e8984,https://cdn.pokedb.org/f29ac71519ed16b4ce1eac4652ff16b4c3ade5bbac0b96879059995f208e8984w20h20,key-items,4,false,false,true,A flower that allows Land Forme Shaymin to change into Sky Forme.,Cannot be used at night or on a frozen Shaymin; reversion conditions vary by generation.,false
grain-cake,Grain Cake,,,medicine,8,true,false,true,A cake made by combining grains with a Cake-Lure Base that potently attracts Pokémon wandering the fields.,,false
gram-1,Gram 1,https://cdn.pokedb.org/db44f7b6876689e7907ffe5f5eb966a9e0b5d9094a9e776c52292f78fab18afc,https://cdn.pokedb.org/db44f7b6876689e7907ffe5f5eb966a9e0b5d9094a9e776c52292f78fab18afcw20h20,key-items,5,false,false,false,An important letter which Wingull delivers.,One of three delivered Grams scattered on Route 13.,false
gram-2,Gram 2,https://cdn.pokedb.org/6ba8334c95e36c613a5961edce9a74407f56b6a16ac56fc71af31da15bbd6ad2,https://cdn.pokedb.org/6ba8334c95e36c613a5961edce9a74407f56b6a16ac56fc71af31da15bbd6ad2w20h20,key-items,5,false,false,false,An important letter which Wingull delivers.,One of three delivered Grams scattered on Route 13.,false
gram-3,Gram 3,https://cdn.pokedb.org/50478cd23108fbe2d1824c85b6f267cad3da6310a0700152647ca3e5e8358445,https://cdn.pokedb.org/50478cd23108fbe2d1824c85b6f267cad3da6310a0700152647ca3e5e8358445w20h20,key-items,5,false,false,false,An important letter which Wingull delivers.,One of three delivered Grams scattered on Route 13.,false
grass-gem,Grass Gem,https://cdn.pokedb.org/fd59b831faf429d1abc7d0732afb12da13df0bfb3796146a8ef7b1ec7e7852ec,https://cdn.pokedb.org/fd59b831faf429d1abc7d0732afb12da13df0bfb3796146a8ef7b1ec7e7852ecw20h20,held-items,5,true,true,false,A gem imbued with the essence of plants that boosts the power of a Grass-type move once when held.,Unobtainable as a held item from Generation VI onward.,true
grass-mail,Grass Mail,https://cdn.pokedb.org/5b668db0d67119dd029b3f76f25d9c5b1da3149a3be15e96dd07fdb812031986,https://cdn.pokedb.org/5b668db0d67119dd029b3f76f25d9c5b1da3149a3be15e96dd07fdb812031986w20h20,mail,4,false,true,false,Stationery featuring a print of a refreshingly green field that can be held by a Pokémon to deliver a written message.,Exclusive to Generation IV games.,false
grass-memory,Grass Memory,https://cdn.pokedb.org/eb4bdc4cf1e95e0319b4c0957a8f27b72f185ee2b702bdfe695ba8935cc4d606,https://cdn.pokedb.org/eb4bdc4cf1e95e0319b4c0957a8f27b72f185ee2b702bdfe695ba8935cc4d606w20h20,held-items,7,false,true,true,A memory disc containing Grass-type data that changes the holder’s type if held by a certain species of Pokémon.,One of the Memory items associated with Silvally.,true
grass-tera-shard,Grass Tera Shard,https://cdn.pokedb.org/e12271d7e5e4aa546be728fc9443ec132ef09fa20842c0112badbc8f4ad529a1,https://cdn.pokedb.org/e12271d7e5e4aa546be728fc9443ec132ef09fa20842c0112badbc8f4ad529a1w20h20,misc-items,9,true,false,true,A Tera Shard that corresponds to the Grass type and can be used to change a Pokémon’s Tera Type.,,false
grassium-z,Grassium Z,https://cdn.pokedb.org/09698b7dc1592a0637329efb2e4bce417360f1b1fea17df2d6c573c6d4b91a7a,https://cdn.pokedb.org/09698b7dc1592a0637329efb2e4bce417360f1b1fea17df2d6c573c6d4b91a7aw20h20,z-crystals,7,false,true,false,A type-specific Z-Crystal that upgrades Grass-type moves into powerful Z-Moves.,,true
grassy-seed,Grassy Seed,https://cdn.pokedb.org/f4ce950a4c70b1c5a35741bc4a76ea70f88083ff4eb46672bb28df84bc526e7d,https://cdn.pokedb.org/f4ce950a4c70b1c5a35741bc4a76ea70f88083ff4eb46672bb28df84bc526e7dw20h20,held-items,7,true,true,false,A consumable held item that boosts the holder’s Defense when Grassy Terrain is active.,"In Generation IX, the item returns to the holder after battle if it was used.",false
great-ball,Great Ball,https://cdn.pokedb.org/74827009d1b691993b1b95b20632c93e935080727dde7779e4828acb32d88291,https://cdn.pokedb.org/74827009d1b691993b1b95b20632c93e935080727dde7779e4828acb32d88291w20h20,poke-balls,1,true,true,true,An improved Poké Ball that provides a higher success rate for catching Pokémon than a standard Poké Ball.,Modern incarnation; Hisuian variant is a separate item.,true
great-ball-hisuian,Great Ball,,,poke-balls,8,true,false,true,A mysterious ball that provides a higher success rate for catching Pokémon than a standard Poké Ball.,"Hisuian equivalent of the standard Great Ball, introduced in Pokémon Legends: Arceus.",true
great-butter,Great Butter,,,key-items,9,false,false,true,A high-quality pack of butter used to improve donut making.,,false
greavard-wax,Greavard Wax,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,tm-materials,9,true,false,false,A material dropped by Greavard or Houndstone that can be used to craft TMs at the TM Machine.,,false
green-apricorn,Green Apricorn,https://cdn.pokedb.org/ff9cf714d9f3d9e2ec317bc588426e788fe6f18a5bd1d41c5d6a8c974a2b497a,https://cdn.pokedb.org/ff9cf714d9f3d9e2ec317bc588426e788fe6f18a5bd1d41c5d6a8c974a2b497aw20h20,apricorns,2,true,,true,A green fruit used to craft Friend Balls or blend into Aprijuice.,,false
green-bell-pepper,Green Bell Pepper,https://cdn.pokedb.org/871787b323153676b7b61d0ce612f894b71698f5d2d7a0f1656680416a9ca8c7,https://cdn.pokedb.org/871787b323153676b7b61d0ce612f894b71698f5d2d7a0f1656680416a9ca8c7w20h20,ingredients,9,true,false,true,An ingredient with some bitterness that adds a nice accent to a sandwich when sliced.,,false
green-canari-plush-lv-1,Green Canari Plush Lv. 1,,,key-items,9,false,false,true,A plush doll of Canari that slightly increases the player's maximum health.,,false
green-canari-plush-lv-2,Green Canari Plush Lv. 2,,,key-items,9,false,false,true,A plush doll of Canari that increases the player's maximum health.,,false
green-canari-plush-lv-3,Green Canari Plush Lv. 3,,,key-items,9,false,false,true,A plush doll of Canari that greatly increases the player's maximum health.,,false
green-dish,Green Dish,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,picnic-items,9,false,false,true,A dish for picnics used as the default plate during sandwich making.,,false
green-petal,Green Petal,https://cdn.pokedb.org/18c40ff5ccecd007bc4f662963357eae6d98ef30b7bc7a6ccd4f4f2536d6fda1,https://cdn.pokedb.org/18c40ff5ccecd007bc4f662963357eae6d98ef30b7bc7a6ccd4f4f2536d6fda1w20h20,key-items,7,false,false,false,"A pressed flower petal collected during Mina's trial, one of seven petals needed to create a Rainbow Flower.",,false
green-poke-ball-pick,Green Poké Ball Pick,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824,https://cdn.pokedb.org/69295ed4a7b4fa84f5af830ac5945b1da8d4889391e7886c6432ab9c16239824w20h20,picnic-items,9,,,,A sandwich pick with a simple green Poké Ball design used to complete sandwiches during picnics.,,
green-scarf,Green Scarf,https://cdn.pokedb.org/d7bb5d9dc790c6954d159a7b80ccbb87f8c9180a0bbe01b6b835cd4a3b93a449,https://cdn.pokedb.org/d7bb5d9dc790c6954d159a7b80ccbb87f8c9180a0bbe01b6b835cd4a3b93a449w20h20,held-items,3,false,true,false,A held item that increases the holder's Cleverness in Pokémon Contests.,,false
green-shard,Green Shard,https://cdn.pokedb.org/10c1d7c0a34c782ae332e8eeefc2b8b15c88301913ec31142c664a90d6578bdd,https://cdn.pokedb.org/10c1d7c0a34c782ae332e8eeefc2b8b15c88301913ec31142c664a90d6578bddw20h20,misc-items,3,false,true,true,A small green shard that appears to be a fragment of an ancient implement.,One of the Shards,false
greet-mail,Greet Mail,https://cdn.pokedb.org/42de9a1fd9fd5614b9b63947abb49cf88fd1c9041d057f5f82b5254a960a6293,https://cdn.pokedb.org/42de9a1fd9fd5614b9b63947abb49cf88fd1c9041d057f5f82b5254a960a6293w20h20,mail,5,false,true,false,Stationery designed for introductory greetings that can be held by a Pokémon to deliver a written message.,Exclusive to Generation V games.,false
greninjite,Greninjite,,,mega-stones,9,false,true,false,A mysterious Mega Stone that allows Greninja to Mega Evolve into Mega Greninja when held.,,true
grepa-berry,Grepa Berry,https://cdn.pokedb.org/9d60014f293fafae8bf58f4fd3ab0d0260862d808fc25eefc3d6a4890df09e15,https://cdn.pokedb.org/9d60014f293fafae8bf58f4fd3ab0d0260862d808fc25eefc3d6a4890df09e15w20h20,berries,3,true,true,true,A Berry that increases a Pokémon’s friendship but lowers its Special Defense base points.,,false
grimer-candy,Grimer Candy,https://cdn.pokedb.org/59a57c505daf2a86b5c3b685ea9816b9a7a6d731e4d30d85bb20347b802ea839,https://cdn.pokedb.org/59a57c505daf2a86b5c3b685ea9816b9a7a6d731e4d30d85bb20347b802ea839w20h20,candy,7,true,false,true,"A species-specific candy that increases all AVs by 1 point for Grimer or Muk, including Alolan forms.",,false
grimer-toxin,Grimer Toxin,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45,https://cdn.pokedb.org/d93fb90bdc2ee50ccb8f262d9e69f5cbd26e7e6c1bbbc5a2d18d5302aa55ed45w20h20,tm-materials,9,true,false,false,A material dropped by Grimer or Muk that can be used to craft TMs at the TM Machine.,,false
grip-claw,Grip Claw,https://cdn.pokedb.org/5b8b698929f2266b02696b482871de277ddbf39ee81bb65ec91b869285d3112c,https://cdn.pokedb.org/5b8b698929f2266b02696b482871de277ddbf39ee81bb65ec91b869285d3112cw20h20,held-items,4,false,true,false,A held item that extends the duration of binding moves such as Bind and Wrap.,,false
griseous-core,Griseous Core,https://cdn.pokedb.org/9e044472f97adc1cb7b14fbd7abbc211d3f32fb9d763208075ffd00f00a1f066,https://cdn.pokedb.org/9e044472f97adc1cb7b14fbd7abbc211d3f32fb9d763208075ffd00f00a1f066w20h20,key-items,8,false,true,true,"A large, glowing gem associated with Giratina that allows it to change form and enhances its power.",Associated with the Pokémon of myth; distinct from the Griseous Orb in Generation IX.,true
griseous-orb,Griseous Orb,https://cdn.pokedb.org/b1ac2cf93fa8d55cd7e476d66703d3c1d0e49ed2a6f90fe3c49b48efa08e7836,https://cdn.pokedb.org/b1ac2cf93fa8d55cd7e476d66703d3c1d0e49ed2a6f90fe3c49b48efa08e7836w20h20,held-items,4,false,true,true,A glowing orb associated with Giratina that boosts the power of its Dragon- and Ghost-type moves.,"Prior to Generation IX, it also caused Giratina to change into its Origin Forme while held.",true
grit-dust,Grit Dust,,,misc-items,8,true,false,true,"Mysterious dust that raises the effort level of one of a Pokémon’s stats, up to effort level 3.","One of several grit items; weaker than Grit Gravel, Grit Pebble, and Grit Rock.",false
