item_identifier,version_identifier,item_acquisition_type_identifier,item_acquisition_subtype_identifier,location_area_identifier,location_detail,is_repeatable,is_hidden,is_guaranteed,quantity,probability,cost_amount,pokemon_currency_identifier,required_badge,unlock_condition,notes
explorer-kit,shining-pearl,npc-gift,,eterna-city,Underground Man,false,false,true,,,,,,,
fab-mail,emerald,trade,,,Trade with another player,true,false,true,,,,,,,
fab-mail,firered,npc-gift,,cerulean-city,In-game trade Jynx,false,false,true,,,,,,,Held by the received Jynx.
fab-mail,leafgreen,npc-gift,,cerulean-city,In-game trade Jynx,false,false,true,,,,,,,Held by the received Jynx.
fab-mail,ruby,trade,,,Trade with another player,true,false,true,,,,,,,
fab-mail,sapphire,trade,,,Trade with another player,true,false,true,,,,,,,
fairium-z,moon,npc-gift,,vast-poni-canyon,Gift from Mina,false,false,true,,,,,,,
fairium-z,sun,npc-gift,,vast-poni-canyon,Gift from Mina,false,false,true,,,,,,,
fairium-z,ultra-moon,trainer-reward,trainer,seafolk-village,Reward for completing Mina's trial,false,false,true,,,,,,,
fairium-z,ultra-sun,trainer-reward,trainer,seafolk-village,Reward for completing Mina's trial,false,false,true,,,,,,,
fairy-feather,legends-za,shop,specialty-shop,,Racine Construction Shop,true,false,true,,,4980,pokedollars,,,
fairy-feather,legends-za,story,,,Side Mission 042: A Fan of Fairy Types,false,false,true,,,,,,,
fairy-feather,scarlet,item-printer,,,Item Printer,true,false,false,,,,,,,
fairy-feather,scarlet,achievement,,,Ogre Oustin',false,false,true,,,,,,After completing Normal difficulty for the first time,
fairy-feather,violet,item-printer,,,Item Printer,true,false,false,,,,,,,
fairy-feather,violet,achievement,,,Ogre Oustin',false,false,true,,,,,,After completing Normal difficulty for the first time,
fairy-memory,moon,npc-gift,,aether-paradise,From Gladion,false,false,true,,,,,,After becoming Champion,
fairy-memory,shield,npc-gift,,battle-tower-galar,From a League Staff member,false,false,true,,,,,,,
fairy-memory,sun,npc-gift,,aether-paradise,From Gladion,false,false,true,,,,,,After becoming Champion,
fairy-memory,sword,npc-gift,,battle-tower-galar,From a League Staff member,false,false,true,,,,,,,
fairy-memory,ultra-moon,npc-gift,,ancient-poni-path,From Wicke,false,false,true,,,,,,After becoming Champion,
fairy-memory,ultra-sun,npc-gift,,ancient-poni-path,From Wicke,false,false,true,,,,,,After becoming Champion,
fairy-tera-shard,scarlet,tournament,,,Academy Ace Tournament,true,false,false,,,,,,,
fairy-tera-shard,scarlet,overworld,visible,west-province-area-three,Ruchbah Squad's Base,false,false,true,,,,,,,
fairy-tera-shard,scarlet,tera-raid,tera-raid-5star,,Tera Raid Battles (3★ onwards),true,false,false,,,,,,,
fairy-tera-shard,violet,tournament,,,Academy Ace Tournament,true,false,false,,,,,,,
fairy-tera-shard,violet,tera-raid,tera-raid-5star,,Tera Raid Battles (3★ onwards),true,false,false,,,,,,,
fairy-tera-shard,violet,overworld,visible,west-province-area-three,Ruchbah Squad's Base,false,false,true,,,,,,,
falinksite,legends-za,exchange,,quasartico-inc-building,Exchange for 240 Mega Shards,false,false,true,,,240,,,"After completing Main Mission 19: ""Reaching Rank D""",
fame-checker,firered,npc-gift,,cerulean-city,From Blue after defeating him,false,false,true,,,,,,After defeating Blue,
fame-checker,leafgreen,npc-gift,,cerulean-city,From Blue after defeating him,false,false,true,,,,,,After defeating Blue,
fancy-apple,shield,overworld,recurring,axews-eye,,true,true,true,,,,,,,
fancy-apple,sword,overworld,recurring,dappled-grove,,true,true,true,,,,,,,
fashion-case,diamond,npc-gift,,jubilife-city,Gift after defeating Team Galactic,false,false,true,,,,,,After defeating Team Galactic in Jubilife City,
fashion-case,heartgold,npc-gift,,goldenrod-tunnel,From Ethan/Lyra upon entering for the first time,false,false,true,,,,,,First visit to Goldenrod Tunnel,
fashion-case,pearl,npc-gift,,jubilife-city,Gift after defeating Team Galactic,false,false,true,,,,,,After defeating Team Galactic in Jubilife City,
fashion-case,platinum,npc-gift,,jubilife-city,Gift after defeating Team Galactic,false,false,true,,,,,,After defeating Team Galactic in Jubilife City,
fashion-case,soulsilver,npc-gift,,goldenrod-tunnel,From Ethan/Lyra upon entering for the first time,false,false,true,,,,,,First visit to Goldenrod Tunnel,
fast-ball,gold,crafting,apricorn,azalea-town,White Apricorn to Kurt,true,false,true,,,,,,,
fast-ball,heartgold,npc-gift,,azalea-town,Kurt,false,false,true,,,,,,,
favored-mail,black,shop,poke-mart,,Shopping Mall Nine and most Poké Marts,true,false,true,,,50,pokedollars,,,"Unavailable in Nimbasa, Mistralton, Icirrus, and Pokémon League Poké Marts"
favored-mail,black-2,overworld,visible,unova-route-11,,false,false,true,,,,,,,
favored-mail,black-2,trainer-reward,trainer,pokestar-studios,Gift after completing a movie,true,false,true,,,,,,,
favored-mail,white,shop,poke-mart,,Shopping Mall Nine and most Poké Marts,true,false,true,,,50,pokedollars,,,"Unavailable in Nimbasa, Mistralton, Icirrus, and Pokémon League Poké Marts"
favored-mail,white-2,trainer-reward,trainer,pokestar-studios,Gift after completing a movie,true,false,true,,,,,,,
favored-mail,white-2,overworld,visible,unova-route-11,,false,false,true,,,,,,,
feather-ball,legends-arceus,shop,vendor,,General store and base camp stores,true,false,true,,,140,pokedollars,,"After completing Request 23: ""Getting Ahold of New Wares""",
feather-ball,legends-arceus,request,,,"Reward for completing Request 15: ""Balloon Race in the Fieldlands""",false,false,true,15,,,,,,
feather-ball,legends-arceus,shop,vendor,,Ginkgo Guild cart (Ginter),true,false,false,30,,,,,,Randomly sold
feather-ball,legends-arceus,crafting,recipe,,1 Apricorn and 1 Sky Tumblestone,true,false,true,,,,,,,
feraligite,legends-za,npc-gift,,,AZ,false,false,true,,,,,,"During Main Mission 10: ""The Secrets of Mega Evolution"" if the player's first partner Pokémon was Totodile",
feraligite,legends-za,shop,specialty-shop,,Stone Emporium,true,false,true,,,,,,"Available if the player's first partner Pokémon was not Totodile, after completing Main Mission 37: ""Operation Protect Lumiose""",
festival-ticket,moon,npc-gift,,festival-plaza,"Festival Plaza activities (gift from Sophocles, haunted houses, daily from the Dancer by the castle's bridge, or declining a one-star offer)",true,false,true,,,,,,,Includes daily and activity-based rewards.
festival-ticket,sun,npc-gift,,festival-plaza,"Festival Plaza activities (gift from Sophocles, haunted houses, daily from the Dancer by the castle's bridge, or declining a one-star offer)",true,false,true,,,,,,,Includes daily and activity-based rewards.
festival-ticket,ultra-moon,npc-gift,,festival-plaza,"Festival Plaza activities (gift from Sophocles, haunted houses, daily from the Dancer by the castle's bridge, or declining a one-star offer)",true,false,true,,,,,,,Includes daily and activity-based rewards.
festival-ticket,ultra-sun,npc-gift,,festival-plaza,"Festival Plaza activities (gift from Sophocles, haunted houses, daily from the Dancer by the castle's bridge, or declining a one-star offer)",true,false,true,,,,,,,Includes daily and activity-based rewards.
fiery-pick,scarlet,npc-gift,,league-club-room,Gift from Crispin after beating him in a rematch,false,false,true,20,,,,,After unlocking the Indigo Disk and rematching Crispin,
fiery-pick,scarlet,vending-machine,,terarium,Vending machines,true,false,true,,,,,,Available in the Terarium,
fiery-pick,violet,vending-machine,,terarium,Vending machines,true,false,true,,,,,,Available in the Terarium,
fiery-pick,violet,npc-gift,,league-club-room,Gift from Crispin after beating him in a rematch,false,false,true,20,,,,,After unlocking the Indigo Disk and rematching Crispin,
fighting-gem,black,event,,,,false,false,true,,,,,,,
fighting-gem,white,overworld,recurring,,Dust cloud,true,false,false,,,,,,,
fighting-memory,moon,npc-gift,,aether-paradise,From Gladion,false,false,true,,,,,,After becoming Champion,
fighting-memory,shield,npc-gift,,battle-tower-galar,From a League Staff member,false,false,true,,,,,,,
fighting-memory,sun,npc-gift,,aether-paradise,From Gladion,false,false,true,,,,,,After becoming Champion,
fighting-memory,sword,npc-gift,,battle-tower-galar,From a League Staff member,false,false,true,,,,,,,
fighting-memory,ultra-moon,npc-gift,,ancient-poni-path,From Wicke,false,false,true,,,,,,After becoming Champion,
fighting-memory,ultra-sun,npc-gift,,ancient-poni-path,From Wicke,false,false,true,,,,,,After becoming Champion,
fighting-tera-shard,scarlet,tournament,,,Academy Ace Tournament,true,false,false,,,,,,,
fighting-tera-shard,scarlet,overworld,visible,area-zero,,false,false,true,,,,,,,
fighting-tera-shard,violet,overworld,visible,west-province-area-two,,false,false,true,,,,,,,
fighting-tera-shard,violet,tera-raid,tera-raid-5star,,Tera Raid Battles (3★ onwards),true,false,false,,,,,,,
fightinium-z,moon,trainer-reward,trainer,iki-town,Hala (Melemele Island grand trial),false,false,true,,,,,,After defeating Hala in the Melemele Island grand trial,
fightinium-z,sun,trainer-reward,trainer,iki-town,Hala (Melemele Island grand trial),false,false,true,,,,,,After defeating Hala in the Melemele Island grand trial,
fightinium-z,ultra-moon,trainer-reward,trainer,iki-town,Hala (Melemele Island grand trial),false,false,true,,,,,,After defeating Hala in the Melemele Island grand trial,
fightinium-z,ultra-sun,trainer-reward,trainer,iki-town,Hala (Melemele Island grand trial),false,false,true,,,,,,After defeating Hala in the Melemele Island grand trial,
fine-remedy,legends-arceus,crafting,recipe,,,true,false,true,,,,,,Requires 1 Remedy and 1 Pep-Up Plant,
fine-remedy,legends-arceus,npc-gift,,jubilife-village,"Reward for completing Request 29: ""The Search for Bitter Leaves""",false,false,true,3,,,,,,
fire-gem,black,event,,,,false,false,true,,,,,,,
fire-gem,black,overworld,sparkling,,Dust cloud,true,false,false,,,,,,,
fire-gem,black-2,npc-gift,,accumula-town,,false,false,true,,,,,,If the player chose Tepig,
fire-gem,dream,dream,,icy-cave,,true,false,false,,,,,,,Pokémon Dream World.
fire-gem,white-2,overworld,visible,reversal-mountain,,false,false,true,,,,,,,
fire-gem,white-2,overworld,sparkling,,Dust clouds in various caves,true,false,false,,,,,,,"Includes Chargestone Cave, Mistralton Cave, Clay Tunnel, Twist Mountain, Underground Ruins, Victory Road, Wellspring Cave, Seaside Cave, Giant Chasm."
fire-memory,moon,npc-gift,,aether-paradise,From Gladion after becoming Champion,false,false,true,,,,,,After becoming Champion,
fire-memory,shield,npc-gift,,battle-tower-galar,From a League Staff member,false,false,true,,,,,,,
fire-memory,sun,npc-gift,,aether-paradise,From Gladion after becoming Champion,false,false,true,,,,,,After becoming Champion,
fire-memory,sword,npc-gift,,battle-tower-galar,From a League Staff member,false,false,true,,,,,,,
fire-memory,ultra-moon,npc-gift,,ancient-poni-path,From Wicke after becoming Champion,false,false,true,,,,,,After becoming Champion,
fire-memory,ultra-sun,npc-gift,,ancient-poni-path,From Wicke after becoming Champion,false,false,true,,,,,,After becoming Champion,
fire-pattern-cup,scarlet,shop,specialty-shop,mesagoza,Picnic-Knacks (Mesagoza Branch),true,false,true,,,800,pokedollars,,,
fire-pattern-cup,violet,shop,specialty-shop,mesagoza,Picnic-Knacks (Mesagoza Branch),true,false,true,,,800,pokedollars,,,
fire-tera-shard,scarlet,story,,schedar-squads-base,,false,false,true,,,,,,,
fire-tera-shard,scarlet,tournament,,,Academy Ace Tournament,true,false,false,,,,,,,
fire-tera-shard,violet,tera-raid,tera-raid-3star,,Tera Raid Battles (3★ onwards),true,false,false,,,,,,,
fire-tera-shard,violet,story,,schedar-squads-base,,false,false,true,,,,,,,
firium-z,moon,trainer-reward,trainer,wela-volcano-park,Reward for completing Kiawe's trial,false,false,true,,,,,,,
firium-z,sun,trainer-reward,trainer,wela-volcano-park,Reward for completing Kiawe's trial,false,false,true,,,,,,,
firium-z,ultra-moon,trainer-reward,trainer,wela-volcano-park,Reward for completing Kiawe's trial,false,false,true,,,,,,,
firium-z,ultra-sun,trainer-reward,trainer,wela-volcano-park,Reward for completing Kiawe's trial,false,false,true,,,,,,,
fishing-rod,moon,npc-gift,,brooklet-hill,From Lana for completing the trial,false,false,true,,,,,,After completing Lana's trial,
fishing-rod,shield,starting-item,bag,postwick,In the Bag when obtained,false,false,true,,,,,,,
fishing-rod,sun,npc-gift,,brooklet-hill,From Lana for completing the trial,false,false,true,,,,,,After completing Lana's trial,
fishing-rod,sword,starting-item,bag,postwick,In the Bag when obtained,false,false,true,,,,,,,
fishing-rod,ultra-moon,npc-gift,,brooklet-hill,From Lana for completing the trial,false,false,true,,,,,,After completing Lana's trial,
fishing-rod,ultra-sun,npc-gift,,brooklet-hill,From Lana for completing the trial,false,false,true,,,,,,After completing Lana's trial,
fist-plate,black,overworld,visible,abyssal-ruins,,false,false,true,,,,,,,
fist-plate,diamond,overworld,visible,route-215-sinnoh,,false,false,true,,,,,,,
fist-plate,heartgold,npc-gift,,ss-aqua,Captain,false,false,true,,,,,,After obtaining all 16 Gym Badges,
fist-plate,legends-arceus,story,,prelude-beach,Mission 25 reward from Kamado,false,false,true,,,,,,After defeating Kamado,
fist-plate,scarlet,auction,,porto-marinada,,false,false,false,,,,,,If the player owns an Arceus,
flame-mail,diamond,shop,department-store,veilstone-city,Veilstone Department Store,true,false,true,,,50,pokedollars,,,
flame-mail,heartgold,shop,department-store,goldenrod-city,Goldenrod Department Store,true,false,true,,,50,pokedollars,,,
flame-mail,heartgold,shop,department-store,celadon-city,Celadon Department Store,true,false,true,,,50,pokedollars,,,
flame-mail,pearl,shop,department-store,veilstone-city,Veilstone Department Store,true,false,true,,,50,pokedollars,,,
flame-mail,platinum,shop,department-store,veilstone-city,Veilstone Department Store,true,false,true,,,50,pokedollars,,,
flame-mail,soulsilver,shop,department-store,goldenrod-city,Goldenrod Department Store,true,false,true,,,50,pokedollars,,,
flame-mail,soulsilver,shop,department-store,celadon-city,Celadon Department Store,true,false,true,,,50,pokedollars,,,
flame-plate,diamond,overworld,visible,stark-mountain,,false,false,true,,,,,,,
flame-plate,heartgold,npc-gift,,ss-aqua,Captain,false,false,true,,,,,,After obtaining all 16 Gym Badges,
flame-plate,legends-arceus,story,,molten-arena,Reward for defeating Noble Hisuian Arcanine,false,false,true,,,,,,Mission 10: The Lordless Island,
float-stone,black,overworld,visible,opelucid-city,,false,false,true,,,,,,,
float-stone,white,overworld,visible,opelucid-city,,false,false,true,,,,,,,
floettite,legends-za,trainer-reward,trainer,,Defeating Urbain/Taunie as the fifteenth opponent in the Infinite Z-A Royale during Main Mission 39,false,false,true,,,,,,During Main Mission 39: The Infinite Z-A Royale,
flower-mail,crystal,wild-pokemon,,route-35-johto,Held by Webster's Spearow,false,false,true,,,,,,,
flower-mail,crystal,shop,poke-mart,,"Violet, Azalea, Viridian, Cerulean, Saffron, Fuchsia Poké Marts; Goldenrod Department Store",true,false,true,,,50,pokedollars,,,
flower-mail,gold,shop,poke-mart,,"Violet, Azalea, Viridian, Cerulean, Saffron, Fuchsia Poké Marts; Goldenrod Department Store",true,false,true,,,50,pokedollars,,,
flower-mail,gold,wild-pokemon,,route-35-johto,Held by Webster's Spearow,false,false,true,,,,,,,
flower-mail,silver,wild-pokemon,,route-35-johto,Held by Webster's Spearow,false,false,true,,,,,,,
flower-mail,silver,shop,poke-mart,,"Violet, Azalea, Viridian, Cerulean, Saffron, Fuchsia Poké Marts; Goldenrod Department Store",true,false,true,,,50,pokedollars,,,
flower-pattern-cup,scarlet,shop,specialty-shop,mesagoza,Picnic-Knacks (Mesagoza Branch),true,false,true,,,800,pokedollars,,,
flower-pattern-cup,violet,shop,specialty-shop,mesagoza,Picnic-Knacks (Mesagoza Branch),true,false,true,,,800,pokedollars,,,
flower-sweet,shield,dropped,,,"Dropped by Gigantamax Factor Milcery (Wild Area News January 30 - February 16, 2020)",true,false,false,,,,,,,
flower-sweet,sword,dropped,,,"Dropped by Gigantamax Factor Milcery (Wild Area News January 30 - February 16, 2020)",true,false,false,,,,,,,
flower-sweet,the-crown-tundra,exchange,watts,snowslide-slope,Watt Trader (Highlight Item),true,false,true,,,7980,watts,,,
flower-sweet,the-indigo-disk,overworld,visible,coastal-biome,,false,false,true,,,,,,,
flower-sweet,the-indigo-disk,crafting,item-printer,,Item Printer,true,false,false,,,,,,,
flower-sweet,the-isle-of-armor,crafting,cram-o-matic,,Cram-o-matic (Fairy: 92-100 points),true,false,false,,,,,,,
fluffy-tail,ruby,shop,poke-mart,verdanturf-town,Poké Mart,true,false,true,,,1000,pokedollars,,,
flying-gem,black,overworld,recurring,,Dust cloud,true,false,false,,,,,,,
flying-gem,black-2,overworld,visible,mistralton-city,,false,false,true,,,,,,,
flying-gem,white,overworld,recurring,,Dust cloud,true,false,false,,,,,,,
flying-gem,white-2,overworld,visible,mistralton-city,,false,false,true,,,,,,,
flying-memory,moon,npc-gift,,aether-paradise,From Gladion after becoming Champion,false,false,true,,,,,,After becoming Champion,
flying-memory,shield,npc-gift,,battle-tower-galar,From a League Staff member,false,false,true,,,,,,,
