item_identifier,version_identifier,price_type,amount,pokemon_currency_identifier,notes
life-orb,sun-moon,sell,2000,pokedollars,
life-orb,ultra-sun-ultra-moon,sell,2000,pokedollars,
light-ball,black-2-white-2,sell,50,pokedollars,
light-ball,black-white,sell,50,pokedollars,
light-ball,brilliant-diamond-shining-pearl,sell,50,pokedollars,
light-ball,crystal,sell,50,pokedollars,
light-ball,diamond-pearl,sell,50,pokedollars,
light-ball,emerald,sell,50,pokedollars,
light-ball,firered-leafgreen,sell,50,pokedollars,
light-ball,gold-silver,sell,50,pokedollars,
light-ball,heartgold-soulsilver,sell,50,pokedollars,
light-ball,omega-ruby-alpha-sapphire,sell,50,pokedollars,
light-ball,platinum,sell,50,pokedollars,
light-ball,ruby-sapphire,sell,50,pokedollars,
light-ball,scarlet-violet,sell,250,pokedollars,
light-ball,sun-moon,sell,500,pokedollars,
light-ball,sword-shield,sell,500,pokedollars,
light-ball,ultra-sun-ultra-moon,sell,500,pokedollars,
light-ball,x-y,sell,50,pokedollars,
light-clay,diamond-pearl,sell,100,pokedollars,
light-clay,platinum,sell,100,pokedollars,
light-clay,scarlet-violet,buy,20000,pokedollars,
light-clay,scarlet-violet,sell,5000,pokedollars,
light-clay,sun-moon,sell,2000,pokedollars,
light-clay,ultra-sun-ultra-moon,sell,2000,pokedollars,
like-mail,black-2-white-2,sell,25,pokedollars,
like-mail,black-2-white-2,buy,50,pokedollars,
like-mail,black-white,buy,50,pokedollars,
like-mail,black-white,sell,25,pokedollars,
lilac-tablecloth,scarlet-violet,sell,250,pokedollars,
lilac-tablecloth,scarlet-violet,buy,1000,pokedollars,
linking-cord,legends-arceus,buy,8000,pokedollars,
linking-cord,legends-arceus,sell,500,pokedollars,
litebluemail,crystal,sell,25,pokedollars,
litebluemail,crystal,buy,50,pokedollars,
litebluemail,gold,buy,50,pokedollars,
litebluemail,gold,sell,25,pokedollars,
litebluemail,silver,buy,50,pokedollars,
litebluemail,silver,sell,25,pokedollars,
loaded-dice,scarlet-violet,sell,5000,pokedollars,
loaded-dice,scarlet-violet,buy,20000,pokedollars,
lone-earring,lets-go-pikachu-lets-go-eevee,sell,300,pokedollars,
lonely-mint,brilliant-diamond-shining-pearl,sell,10,pokedollars,
lonely-mint,legends-arceus,sell,500,pokedollars,
lonely-mint,scarlet-violet,buy,20000,pokedollars,
lonely-mint,scarlet-violet,sell,5000,pokedollars,
lonely-mint,sword-shield,sell,10,pokedollars,
love-ball,black-2-white-2,sell,150,pokedollars,
love-ball,black-white,sell,150,pokedollars,
love-ball,crystal,sell,150,pokedollars,
love-ball,gold-silver,sell,150,pokedollars,
love-ball,heartgold-soulsilver,sell,150,pokedollars,
love-ball,omega-ruby-alpha-sapphire,sell,150,pokedollars,
love-ball,x-y,sell,150,pokedollars,
love-sweet,scarlet-violet,sell,250,pokedollars,
love-sweet,sword-shield,sell,250,pokedollars,
lovely-mail,crystal,sell,25,pokedollars,
lovely-mail,crystal,buy,50,pokedollars,
lovely-mail,gold-silver,sell,25,pokedollars,
lovely-mail,gold-silver,buy,50,pokedollars,
luck-incense,black-2-white-2,sell,4800,pokedollars,
luck-incense,black-2-white-2,buy,9600,pokedollars,
luck-incense,black-white,buy,9600,pokedollars,
luck-incense,black-white,sell,4800,pokedollars,
luck-incense,diamond-pearl,sell,4800,pokedollars,
luck-incense,heartgold-soulsilver,sell,4800,pokedollars,
luck-incense,omega-ruby-alpha-sapphire,buy,9600,pokedollars,
luck-incense,omega-ruby-alpha-sapphire,sell,4800,pokedollars,
luck-incense,platinum,sell,4800,pokedollars,
luck-incense,sun-moon,sell,5500,pokedollars,
luck-incense,sun-moon,buy,11000,pokedollars,
luck-incense,sword-shield,buy,11000,pokedollars,
luck-incense,sword-shield,sell,5500,pokedollars,
luck-incense,ultra-sun-ultra-moon,buy,11000,pokedollars,
luck-incense,ultra-sun-ultra-moon,sell,5500,pokedollars,
luck-incense,x-y,buy,9600,pokedollars,
luck-incense,x-y,sell,4800,pokedollars,
lucky-egg,crystal,sell,100,pokedollars,
lucky-egg,gold-silver,sell,100,pokedollars,
lucky-egg,legends-za,sell,750,pokedollars,
lucky-egg,scarlet-violet,sell,2500,pokedollars,
lucky-egg,sun-moon,sell,5000,pokedollars,
lucky-egg,ultra-sun-ultra-moon,sell,5000,pokedollars,
lucky-punch,crystal,sell,5,pokedollars,
lucky-punch,gold-silver,sell,5,pokedollars,
lucky-punch,sun-moon,sell,500,pokedollars,
lucky-punch,ultra-sun-ultra-moon,sell,500,pokedollars,
lum-berry,emerald,sell,10,pokedollars,
lum-berry,legends-arceus,sell,150,pokedollars,
lum-berry,ruby-sapphire,sell,10,pokedollars,
lum-berry,scarlet-violet,sell,20,pokedollars,
lum-berry,sword-shield,sell,40,pokedollars,
luminous-moss,omega-ruby-alpha-sapphire,sell,500,pokedollars,
luminous-moss,scarlet-violet,sell,1250,pokedollars,
luminous-moss,scarlet-violet,buy,5000,pokedollars,
luminous-moss,sun-moon,sell,2000,pokedollars,
luminous-moss,sword-shield,sell,2000,pokedollars,
luminous-moss,ultra-sun-ultra-moon,sell,2000,pokedollars,
luminous-moss,x-y,sell,500,pokedollars,
lumiose-galette,legends-za,sell,87,pokedollars,
lumiose-galette,legends-za,buy,350,pokedollars,
lumiose-galette,omega-ruby-alpha-sapphire,sell,100,pokedollars,
lumiose-galette,scarlet-violet,sell,87,pokedollars,
lumiose-galette,sun-moon,sell,175,pokedollars,
lumiose-galette,sword-shield,sell,175,pokedollars,
lumiose-galette,ultra-sun-ultra-moon,sell,175,pokedollars,
lumiose-galette,x-y,sell,100,pokedollars,
lumiose-galette,x-y,buy,100,pokedollars,Costs 80 if the player has at least 50 points of style.
lure,lets-go-pikachu-lets-go-eevee,buy,400,pokedollars,
lure,lets-go-pikachu-lets-go-eevee,sell,200,pokedollars,
lure-ball,crystal,sell,150,pokedollars,
lure-ball,gold-silver,sell,150,pokedollars,
lustrous-orb,black-2-white-2,sell,5000,pokedollars,
lustrous-orb,black-white,sell,5000,pokedollars,
lustrous-orb,brilliant-diamond-shining-pearl,sell,5000,pokedollars,
lustrous-orb,diamond-pearl,sell,5000,pokedollars,
lustrous-orb,heartgold-soulsilver,sell,5000,pokedollars,
lustrous-orb,omega-ruby-alpha-sapphire,sell,5000,pokedollars,
lustrous-orb,platinum,sell,5000,pokedollars,
lustrous-orb,sun-moon,buy,10000,pokedollars,
lustrous-orb,sword-shield,sell,5000,pokedollars,
lustrous-orb,ultra-sun-ultra-moon,buy,10000,pokedollars,
lustrous-orb,x-y,sell,5000,pokedollars,
luxury-ball,ruby-sapphire,sell,500,pokedollars,
luxury-ball,ruby-sapphire,buy,1000,pokedollars,
luxury-ball,scarlet-violet,buy,3000,pokedollars,
luxury-ball,scarlet-violet,sell,750,pokedollars,
luxury-ball,sword-shield,sell,1500,pokedollars,
luxury-ball,sword-shield,buy,3000,pokedollars,
macho-brace,black-white,sell,1500,pokedollars,
macho-brace,diamond-pearl,sell,1500,pokedollars,
macho-brace,gold-silver,sell,1500,pokedollars,
macho-brace,red-blue,sell,1500,pokedollars,
macho-brace,ruby-sapphire,sell,1500,pokedollars,
macho-brace,sun-moon,sell,1500,pokedollars,
macho-brace,sword-shield,sell,1500,pokedollars,
macho-brace,x-y,sell,1500,pokedollars,
magical-heart-pick,scarlet-violet,buy,600,pokedollars,
magical-heart-pick,scarlet-violet,sell,150,pokedollars,
magical-star-pick,scarlet-violet,buy,600,pokedollars,
magical-star-pick,scarlet-violet,sell,150,pokedollars,
magmarizer,black-2-white-2,sell,1050,pokedollars,
magmarizer,black-white,sell,1050,pokedollars,
magmarizer,brilliant-diamond-shining-pearl,sell,1050,pokedollars,
magmarizer,diamond-pearl,sell,1050,pokedollars,
magmarizer,heartgold-soulsilver,sell,1050,pokedollars,
magmarizer,legends-arceus,buy,10000,pokedollars,
magmarizer,legends-arceus,sell,500,pokedollars,
magmarizer,omega-ruby-alpha-sapphire,sell,1050,pokedollars,
magmarizer,platinum,sell,1050,pokedollars,
magmarizer,scarlet-violet,sell,1000,pokedollars,
magmarizer,sun-moon,sell,1000,pokedollars,
magmarizer,sword-shield,sell,1000,pokedollars,
magmarizer,ultra-sun-ultra-moon,sell,1000,pokedollars,
magmarizer,x-y,sell,1050,pokedollars,
magnet,black-2-white-2,sell,50,pokedollars,
magnet,black-white,sell,50,pokedollars,
magnet,brilliant-diamond-shining-pearl,sell,50,pokedollars,
magnet,colosseum,sell,50,pokedollars,
magnet,crystal,sell,50,pokedollars,
magnet,diamond-pearl,sell,50,pokedollars,
magnet,emerald,sell,50,pokedollars,
magnet,firered-leafgreen,sell,50,pokedollars,
magnet,gold-silver,sell,50,pokedollars,
magnet,heartgold-soulsilver,sell,50,pokedollars,
magnet,omega-ruby-alpha-sapphire,sell,50,pokedollars,
magnet,platinum,sell,50,pokedollars,
magnet,ruby-sapphire,sell,50,pokedollars,
magnet,scarlet-violet,buy,3000,pokedollars,
magnet,scarlet-violet,sell,750,pokedollars,
magnet,sun-moon,sell,500,pokedollars,
magnet,sword-shield,buy,3000,pokedollars,
magnet,sword-shield,sell,500,pokedollars,
magnet,ultra-sun-ultra-moon,sell,500,pokedollars,
magnet,x-y,sell,50,pokedollars,
magnet,xd,sell,50,pokedollars,
mago-berry,emerald,sell,10,pokedollars,
mago-berry,legends-arceus,sell,150,pokedollars,
mago-berry,ruby-sapphire,sell,10,pokedollars,
mago-berry,scarlet-violet,sell,20,pokedollars,
mago-berry,sword-shield,sell,40,pokedollars,
magost-berry,emerald,sell,10,pokedollars,
magost-berry,ruby-sapphire,sell,10,pokedollars,
malicious-armor,scarlet-violet,sell,1500,pokedollars,
maranga-berry,omega-ruby-alpha-sapphire,sell,10,pokedollars,
maranga-berry,scarlet-violet,sell,20,pokedollars,
maranga-berry,sun-moon,sell,10,pokedollars,
maranga-berry,sword-shield,sell,40,pokedollars,
maranga-berry,ultra-sun-ultra-moon,sell,10,pokedollars,
maranga-berry,x-y,sell,10,pokedollars,
marble,lets-go-pikachu-lets-go-eevee,sell,150,pokedollars,
marill-ball,scarlet-violet,buy,2000,pokedollars,
marill-ball,scarlet-violet,sell,500,pokedollars,
marmalade,scarlet-violet,sell,65,pokedollars,
marmalade,scarlet-violet,buy,260,pokedollars,
master-ball,red-blue,sell,0,pokedollars,
masterpiece-teacup,scarlet-violet,sell,9500,pokedollars,
max-elixir,crystal,sell,2250,pokedollars,
max-elixir,gold-silver,sell,2250,pokedollars,
max-elixir,legends-arceus,sell,1250,pokedollars,
max-elixir,red-blue,sell,0,pokedollars,
max-elixir,scarlet-violet,sell,1125,pokedollars,
max-elixir,yellow,sell,0,pokedollars,
max-ether,black-2-white-2,sell,1000,pokedollars,
max-ether,black-white,sell,1000,pokedollars,
max-ether,brilliant-diamond-shining-pearl,sell,1000,pokedollars,
max-ether,crystal,sell,1000,pokedollars,
max-ether,diamond-pearl,sell,1000,pokedollars,
max-ether,emerald,sell,1000,pokedollars,
max-ether,firered-leafgreen,sell,1000,pokedollars,
max-ether,gold-silver,sell,1000,pokedollars,
max-ether,legends-arceus,sell,500,pokedollars,
max-ether,lets-go-pikachu-lets-go-eevee,sell,1000,pokedollars,
max-ether,omega-ruby-alpha-sapphire,sell,1000,pokedollars,
max-ether,platinum,sell,1000,pokedollars,
max-ether,red-blue,sell,0,pokedollars,
max-ether,ruby-sapphire,sell,1000,pokedollars,
max-ether,scarlet-violet,sell,500,pokedollars,
max-ether,sun-moon,sell,1000,pokedollars,
max-ether,sword-shield,sell,1000,pokedollars,
max-ether,ultra-sun-ultra-moon,sell,1000,pokedollars,
max-ether,x-y,sell,1000,pokedollars,
max-ether,yellow,sell,0,pokedollars,
max-honey,sword-shield,sell,4000,pokedollars,
max-lure,lets-go-pikachu-lets-go-eevee,buy,900,pokedollars,
max-lure,lets-go-pikachu-lets-go-eevee,sell,450,pokedollars,
max-mushrooms,sword-shield,sell,4000,pokedollars,
max-potion,legends-arceus,sell,500,pokedollars,
max-potion,legends-arceus,buy,2000,pokedollars,
max-potion,legends-za,sell,300,pokedollars,
max-potion,legends-za,buy,1200,pokedollars,
max-potion,red-blue,sell,1250,pokedollars,
max-potion,red-blue,buy,2500,pokedollars,
max-potion,scarlet-violet,buy,2500,pokedollars,
max-potion,scarlet-violet,sell,625,pokedollars,
max-potion,yellow,buy,2500,pokedollars,
max-potion,yellow,sell,1250,pokedollars,
max-repel,red-blue,buy,700,pokedollars,
max-repel,red-blue,sell,350,pokedollars,
max-repel,sun-moon,sell,450,pokedollars,
max-repel,sun-moon,buy,900,pokedollars,
max-repel,ultra-sun-ultra-moon,buy,900,pokedollars,
max-repel,ultra-sun-ultra-moon,sell,450,pokedollars,
max-repel,yellow,buy,700,pokedollars,
max-repel,yellow,sell,350,pokedollars,
max-revive,black-2-white-2,sell,2000,pokedollars,
max-revive,black-2-white-2,buy,5000,pokedollars,
max-revive,legends-arceus,buy,3000,pokedollars,
max-revive,legends-arceus,sell,750,pokedollars,
max-revive,legends-za,sell,500,pokedollars,
max-revive,scarlet-violet,sell,1000,pokedollars,
mayonnaise,scarlet-violet,buy,120,pokedollars,
mayonnaise,scarlet-violet,sell,30,pokedollars,
meadow-plate,black-2-white-2,sell,500,pokedollars,
meadow-plate,black-white,sell,500,pokedollars,
meadow-plate,brilliant-diamond-shining-pearl,sell,500,pokedollars,
meadow-plate,diamond-pearl,sell,500,pokedollars,
meadow-plate,omega-ruby-alpha-sapphire,sell,500,pokedollars,
meadow-plate,platinum,sell,500,pokedollars,
meadow-plate,sun-moon,sell,500,pokedollars,
meadow-plate,ultra-sun-ultra-moon,sell,500,pokedollars,
meadow-plate,x-y,sell,500,pokedollars,
mech-mail,emerald,sell,25,pokedollars,
mech-mail,emerald,buy,50,pokedollars,
mech-mail,firered-leafgreen,sell,25,pokedollars,
mech-mail,ruby-sapphire,buy,50,pokedollars,
mech-mail,ruby-sapphire,sell,25,pokedollars,
medichamite,legends-za,buy,50000,pokedollars,
medicinal-leek,legends-arceus,buy,120,pokedollars,
medicinal-leek,legends-arceus,sell,30,pokedollars,
mental-herb,black-2-white-2,sell,50,pokedollars,
mental-herb,black-white,sell,50,pokedollars,
mental-herb,brilliant-diamond-shining-pearl,sell,50,pokedollars,
mental-herb,diamond-pearl,sell,50,pokedollars,
mental-herb,emerald,sell,50,pokedollars,
mental-herb,firered-leafgreen,sell,50,pokedollars,
mental-herb,heartgold-soulsilver,sell,50,pokedollars,
mental-herb,omega-ruby-alpha-sapphire,sell,50,pokedollars,
mental-herb,platinum,sell,50,pokedollars,
mental-herb,ruby-sapphire,sell,50,pokedollars,
mental-herb,scarlet-violet,buy,10000,pokedollars,
mental-herb,scarlet-violet,sell,2500,pokedollars,
mental-herb,sun-moon,sell,2000,pokedollars,
mental-herb,sword-shield,sell,2000,pokedollars,
mental-herb,ultra-sun-ultra-moon,sell,2000,pokedollars,
mental-herb,x-y,sell,50,pokedollars,
metal-alloy,scarlet-violet,sell,1500,pokedollars,
metal-coat,black-2-white-2,buy,20000,pokedollars,
metal-coat,scarlet-violet,buy,3000,pokedollars,
metal-coat,sword-shield,buy,3000,pokedollars,
metal-powder,black-2-white-2,sell,5,pokedollars,
metal-powder,black-white,sell,5,pokedollars,
metal-powder,crystal,sell,5,pokedollars,
metal-powder,diamond-pearl,sell,5,pokedollars,
metal-powder,emerald,sell,5,pokedollars,
metal-powder,firered-leafgreen,sell,5,pokedollars,
metal-powder,gold-silver,sell,5,pokedollars,
metal-powder,heartgold-soulsilver,sell,5,pokedollars,
metal-powder,omega-ruby-alpha-sapphire,sell,5,pokedollars,
metal-powder,platinum,sell,5,pokedollars,
metal-powder,ruby-sapphire,sell,5,pokedollars,
metal-powder,sun-moon,sell,500,pokedollars,
metal-powder,sword-shield,sell,500,pokedollars,
metal-powder,ultra-sun-ultra-moon,sell,500,pokedollars,
metal-powder,x-y,sell,5,pokedollars,
metronome,black-2-white-2,sell,100,pokedollars,
metronome,black-white,sell,100,pokedollars,
metronome,brilliant-diamond-shining-pearl,sell,100,pokedollars,
metronome,diamond-pearl,sell,100,pokedollars,
metronome,heartgold-soulsilver,sell,100,pokedollars,
metronome,omega-ruby-alpha-sapphire,sell,100,pokedollars,
metronome,platinum,sell,100,pokedollars,
metronome,scarlet-violet,sell,3750,pokedollars,
metronome,scarlet-violet,buy,15000,pokedollars,
metronome,sun-moon,sell,2000,pokedollars,
metronome,sword-shield,buy,3000,pokedollars,
metronome,sword-shield,sell,2000,pokedollars,
metronome,ultra-sun-ultra-moon,sell,2000,pokedollars,
metronome,x-y,sell,100,pokedollars,
micle-berry,black-2-white-2,sell,10,pokedollars,
micle-berry,black-white,sell,10,pokedollars,
micle-berry,brilliant-diamond-shining-pearl,sell,10,pokedollars,
micle-berry,diamond-pearl,sell,10,pokedollars,
micle-berry,heartgold-soulsilver,sell,10,pokedollars,
micle-berry,omega-ruby-alpha-sapphire,sell,10,pokedollars,
micle-berry,platinum,sell,10,pokedollars,
micle-berry,scarlet-violet,sell,20,pokedollars,
micle-berry,sword-shield,sell,40,pokedollars,
micle-berry,x-y,sell,10,pokedollars,
mighty-candy,lets-go-pikachu-lets-go-eevee,sell,10,pokedollars,
mighty-candy-l,lets-go-pikachu-lets-go-eevee,sell,10,pokedollars,
mighty-candy-xl,lets-go-eevee,sell,10,pokedollars,
mighty-candy-xl,lets-go-pikachu,sell,10,pokedollars,
mild-mint,brilliant-diamond-shining-pearl,sell,10,pokedollars,
mild-mint,legends-arceus,sell,500,pokedollars,
mild-mint,scarlet-violet,buy,20000,pokedollars,
mild-mint,scarlet-violet,sell,5000,pokedollars,
mild-mint,sword-shield,sell,10,pokedollars,
mind-plate,black-white,sell,500,pokedollars,
mind-plate,brilliant-diamond-shining-pearl,sell,500,pokedollars,
mind-plate,diamond-pearl,sell,500,pokedollars,
mind-plate,sun-moon,sell,500,pokedollars,
mind-plate,x-y,sell,500,pokedollars,
mint-berry,crystal,sell,5,pokedollars,
mint-berry,gold,sell,5,pokedollars,
mint-berry,silver,sell,5,pokedollars,
mint-tablecloth,scarlet-violet,buy,1000,pokedollars,
mint-tablecloth,scarlet-violet,sell,250,pokedollars,
miracle-seed,black-2-white-2,sell,50,pokedollars,
miracle-seed,black-white,sell,50,pokedollars,
miracle-seed,crystal,sell,50,pokedollars,
miracle-seed,diamond-pearl,sell,50,pokedollars,
miracle-seed,emerald,sell,50,pokedollars,
miracle-seed,firered-leafgreen,sell,50,pokedollars,
miracle-seed,gold-silver,sell,50,pokedollars,
miracle-seed,omega-ruby-alpha-sapphire,sell,50,pokedollars,
miracle-seed,platinum,sell,50,pokedollars,
miracle-seed,ruby-sapphire,sell,50,pokedollars,
miracle-seed,scarlet-violet,buy,3000,pokedollars,
miracle-seed,scarlet-violet,sell,750,pokedollars,
miracle-seed,sun-moon,sell,500,pokedollars,
miracle-seed,sword-shield,buy,3000,pokedollars,
miracle-seed,sword-shield,sell,500,pokedollars,
miracle-seed,ultra-sun-ultra-moon,sell,500,pokedollars,
miracle-seed,x-y,sell,50,pokedollars,
miracleberry,crystal,sell,5,pokedollars,
miracleberry,gold-silver,sell,5,pokedollars,
mirage-mail,crystal,sell,25,pokedollars,
mirage-mail,gold-silver,sell,25,pokedollars,
mirror-herb,scarlet-violet,buy,30000,pokedollars,
mirror-herb,scarlet-violet,sell,7500,pokedollars,
misty-seed,scarlet-violet,sell,5000,pokedollars,
misty-seed,scarlet-violet,buy,20000,pokedollars,
misty-seed,sun-moon,sell,2000,pokedollars,
misty-seed,sword-shield,sell,2000,pokedollars,
misty-seed,ultra-sun-ultra-moon,sell,2000,pokedollars,
mixed-mushrooms,sword-shield,buy,400,pokedollars,
mixed-mushrooms,sword-shield,sell,200,pokedollars,
modest-mint,brilliant-diamond-shining-pearl,sell,10,pokedollars,
modest-mint,legends-arceus,sell,500,pokedollars,
modest-mint,scarlet-violet,buy,20000,pokedollars,
modest-mint,scarlet-violet,sell,5000,pokedollars,
modest-mint,sword-shield,sell,10,pokedollars,
monstrous-tablecloth,scarlet-violet,sell,500,pokedollars,
monstrous-tablecloth,scarlet-violet,buy,2000,pokedollars,
moomoo-cheese,sword-shield,buy,2200,pokedollars,
moomoo-cheese,sword-shield,sell,1100,pokedollars,
moomoo-milk,crystal,sell,250,pokedollars,
moomoo-milk,crystal,buy,500,pokedollars,
moomoo-milk,gold-silver,buy,500,pokedollars,
moomoo-milk,gold-silver,sell,250,pokedollars,
moomoo-milk,scarlet-violet,buy,600,pokedollars,
moomoo-milk,scarlet-violet,sell,150,pokedollars,
moomoo-milk,sword-shield,buy,600,pokedollars,
moomoo-milk,sword-shield,sell,300,pokedollars,
moon-ball,crystal,sell,150,pokedollars,
moon-ball,gold-silver,sell,150,pokedollars,
moon-stone,diamond-pearl,sell,1050,pokedollars,
moon-stone,gold-silver,sell,0,pokedollars,
moon-stone,red-blue,sell,0,pokedollars,
moon-stone,scarlet-violet,sell,750,pokedollars,
moon-stone,sun-moon,sell,1500,pokedollars,
morph-mail,crystal,sell,25,pokedollars,
morph-mail,gold-silver,sell,25,pokedollars,
mosaic-mail,diamond-pearl,sell,25,pokedollars,
mosaic-mail,heartgold-soulsilver,sell,25,pokedollars,
mosaic-mail,platinum,sell,25,pokedollars,
muscle-band,diamond-pearl,sell,100,pokedollars,
muscle-band,heartgold-soulsilver,sell,100,pokedollars,
muscle-band,platinum,sell,100,pokedollars,
muscle-band,scarlet-violet,buy,8000,pokedollars,
muscle-band,scarlet-violet,sell,2000,pokedollars,
muscle-band,sun-moon,sell,2000,pokedollars,
muscle-band,sword-shield,sell,2000,pokedollars,
muscle-band,ultra-sun-ultra-moon,sell,2000,pokedollars,
muscle-feather,black-2-white-2,sell,1500,pokedollars,
muscle-feather,black-white,sell,1500,pokedollars,
muscle-feather,omega-ruby-alpha-sapphire,sell,1500,pokedollars,
