move_id,version_identifier,flavor_text
84,ruby-sapphire,An electrical attack that may paralyze the foe.
84,sun-moon,A jolt of electricity crashes down on the target to inflict damage. This may also leave the target with paralysis.
84,sword-shield,A jolt of electricity crashes down on the target to inflict damage. This may also leave the target with paralysis.
84,ultra-sun-ultra-moon,A jolt of electricity crashes down on the target to inflict damage. This may also leave the target with paralysis.
84,x-y,A jolt of electricity crashes down on the target to inflict damage. This may also leave the target with paralysis.
85,black-2-white-2,A strong electric blast is loosed at the target. It may also leave the target with paralysis.
85,black-white,A strong electric blast is loosed at the target. It may also leave the target with paralysis.
85,crystal,An attack that may cause paralysis.
85,diamond-pearl,A strong electric blast is loosed at the foe. It may also leave the foe paralyzed.
85,emerald,A strong electrical attack that may paralyze the foe.
85,firered-leafgreen,A strong electrical attack that may also leave the foe paralyzed.
85,gold-silver,An attack that may cause paralysis.
85,heartgold-soulsilver,A strong electric blast is loosed at the foe. It may also leave the foe paralyzed.
85,lets-go-pikachu-lets-go-eevee,A strong electric blast crashes down on the target. This may also leave the target with paralysis.
85,omega-ruby-alpha-sapphire,A strong electric blast crashes down on the target. This may also leave the target with paralysis.
85,platinum,A strong electric blast is loosed at the foe. It may also leave the foe paralyzed.
85,ruby-sapphire,A strong electrical attack that may paralyze the foe.
85,sun-moon,A strong electric blast crashes down on the target. This may also leave the target with paralysis.
85,sword-shield,A strong electric blast crashes down on the target. This may also leave the target with paralysis.
85,ultra-sun-ultra-moon,A strong electric blast crashes down on the target. This may also leave the target with paralysis.
85,x-y,A strong electric blast crashes down on the target. This may also leave the target with paralysis.
86,black-2-white-2,A weak electric charge is launched at the target. It causes paralysis if it hits.
86,black-white,A weak electric charge is launched at the target. It causes paralysis if it hits.
86,crystal,A move that may cause paralysis.
86,diamond-pearl,A weak electric charge is launched at the foe. It causes paralysis if it hits.
86,emerald,A weak jolt of electricity that paralyzes the foe.
86,firered-leafgreen,A weak electric shock that is sure to cause paralysis if it hits.
86,gold-silver,A move that may cause paralysis.
86,heartgold-soulsilver,A weak electric charge is launched at the foe. It causes paralysis if it hits.
86,lets-go-pikachu-lets-go-eevee,The user launches a weak jolt of electricity that paralyzes the target.
86,omega-ruby-alpha-sapphire,The user launches a weak jolt of electricity that paralyzes the target.
86,platinum,A weak electric charge is launched at the foe. It causes paralysis if it hits.
86,ruby-sapphire,A weak jolt of electricity that paralyzes the foe.
86,sun-moon,The user launches a weak jolt of electricity that paralyzes the target.
86,sword-shield,The user launches a weak jolt of electricity that paralyzes the target.
86,ultra-sun-ultra-moon,The user launches a weak jolt of electricity that paralyzes the target.
86,x-y,The user launches a weak jolt of electricity that paralyzes the target.
87,black-2-white-2,A wicked thunderbolt is dropped on the target to inflict damage. It may also leave the target with paralysis.
87,black-white,A wicked thunderbolt is dropped on the target to inflict damage. It may also leave the target with paralysis.
87,crystal,An attack that may cause paralysis.
87,diamond-pearl,A wicked thunderbolt is dropped on the foe to inflict damage. It may also leave the target paralyzed.
87,emerald,A lightning attack that may cause paralysis.
87,firered-leafgreen,A brutal lightning attack that may also leave the foe paralyzed.
87,gold-silver,An attack that may cause paralysis.
87,heartgold-soulsilver,A wicked thunderbolt is dropped on the foe to inflict damage. It may also leave the target paralyzed.
87,lets-go-pikachu-lets-go-eevee,A wicked thunderbolt is dropped on the target to inflict damage. This may also leave the target with paralysis.
87,omega-ruby-alpha-sapphire,A wicked thunderbolt is dropped on the target to inflict damage. This may also leave the target with paralysis.
87,platinum,A wicked thunderbolt is dropped on the foe to inflict damage. It may also leave the target paralyzed.
87,ruby-sapphire,A lightning attack that may cause paralysis.
87,sun-moon,A wicked thunderbolt is dropped on the target to inflict damage. This may also leave the target with paralysis.
87,sword-shield,A wicked thunderbolt is dropped on the target to inflict damage. This may also leave the target with paralysis.
87,ultra-sun-ultra-moon,A wicked thunderbolt is dropped on the target to inflict damage. This may also leave the target with paralysis.
87,x-y,A wicked thunderbolt is dropped on the target to inflict damage. This may also leave the target with paralysis.
88,black-2-white-2,The user picks up and throws a small rock at the target to attack.
88,black-white,The user picks up and throws a small rock at the target to attack.
88,crystal,Drops rocks on the enemy.
88,diamond-pearl,The user picks up and throws a small rock at the foe to attack.
88,emerald,Throws small rocks to strike the foe.
88,firered-leafgreen,"The foe is attacked with a shower of small, easily thrown rocks."
88,gold-silver,Drops rocks on the enemy.
88,heartgold-soulsilver,The user picks up and throws a small rock at the foe to attack.
88,lets-go-pikachu-lets-go-eevee,The user picks up and throws a small rock at the target to attack.
88,omega-ruby-alpha-sapphire,The user picks up and throws a small rock at the target to attack.
88,platinum,The user picks up and throws a small rock at the foe to attack.
88,ruby-sapphire,Throws small rocks to strike the foe.
88,sun-moon,The user picks up and throws a small rock at the target to attack.
88,sword-shield,The user picks up and throws a small rock at the target to attack.
88,ultra-sun-ultra-moon,The user picks up and throws a small rock at the target to attack.
88,x-y,The user picks up and throws a small rock at the target to attack.
89,black-2-white-2,The user sets off an earthquake that strikes those around it.
89,black-white,The user sets off an earthquake that strikes those around it.
89,crystal,Tough but useless vs. flying foes.
89,diamond-pearl,The user sets off an earthquake that hits all the Pokémon in the battle.
89,emerald,"A powerful quake, but has no effect on flying foes."
89,firered-leafgreen,An earthquake that strikes all POKéMON in battle excluding the user.
89,gold-silver,Tough but useless vs. flying foes.
89,heartgold-soulsilver,The user sets off an earthquake that hits all the Pokémon in the battle.
89,lets-go-pikachu-lets-go-eevee,The user sets off an earthquake that strikes every Pokémon around it.
89,omega-ruby-alpha-sapphire,The user sets off an earthquake that strikes every Pokémon around it.
89,platinum,The user sets off an earthquake that hits all the Pokémon in the battle.
89,ruby-sapphire,"A powerful quake, but has no effect on flying foes."
89,sun-moon,The user sets off an earthquake that strikes every Pokémon around it.
89,sword-shield,The user sets off an earthquake that strikes every Pokémon around it.
89,ultra-sun-ultra-moon,The user sets off an earthquake that strikes every Pokémon around it.
89,x-y,The user sets off an earthquake that strikes every Pokémon around it.
90,black-2-white-2,The user opens up a fissure in the ground and drops the target in. The target instantly faints if it hits.
90,black-white,The user opens up a fissure in the ground and drops the target in. The target instantly faints if it hits.
90,crystal,"A ground-type, one-hit KO attack."
90,diamond-pearl,The user opens up a fissure in the ground and drops the foe in. The target instantly faints if it hits.
90,emerald,A one-hit KO move that drops the foe in a fissure.
90,firered-leafgreen,The foe is dropped into a fissure. The foe faints if it hits.
90,gold-silver,"A ground-type, one-hit KO attack."
90,heartgold-soulsilver,The user opens up a fissure in the ground and drops the foe in. The target instantly faints if it hits.
90,lets-go-pikachu-lets-go-eevee,The user opens up a fissure in the ground and drops the target in. The target faints instantly if this attack hits.
90,omega-ruby-alpha-sapphire,The user opens up a fissure in the ground and drops the target in. The target faints instantly if this attack hits.
90,platinum,The user opens up a fissure in the ground and drops the foe in. The target instantly faints if it hits.
90,ruby-sapphire,A one-hit KO move that drops the foe in a fissure.
90,sun-moon,The user opens up a fissure in the ground and drops the target in. The target faints instantly if this attack hits.
90,sword-shield,The user opens up a fissure in the ground and drops the target in. The target faints instantly if this attack hits.
90,ultra-sun-ultra-moon,The user opens up a fissure in the ground and drops the target in. The target faints instantly if this attack hits.
90,x-y,The user opens up a fissure in the ground and drops the target in. The target faints instantly if this attack hits.
91,black-2-white-2,"The user burrows, then attacks on the second turn. It can also be used to exit dungeons."
91,black-white,"The user burrows, then attacks on the second turn. It can also be used to exit dungeons."
91,crystal,1st turn: Burrow 2nd turn: Attack
91,diamond-pearl,"The user burrows, then attacks on the second turn. It can also be used to exit dungeons."
